Source:,DataStream,,,
Original File:,CIP_20120920.xlsx,,,
Date Created:,2012.09.20,,,
Start Date:,1999.09.17,,,
End Date:,2012.09.19,,,
,,,,
,spot,usr,future,ukr
24/04/2006,1.78235,4.92,1.7927,4.75
25/04/2006,1.78785,4.95,1.79815,4.7813
26/04/2006,1.7871,4.98,1.79767,4.7813
27/04/2006,1.8031,4.93,1.81265,4.7813
28/04/2006,1.81765,4.9,1.82693,4.7813
1/05/2006,1.83185,4.97,1.84222,4.7813
2/05/2006,1.8397,4.96,1.84917,4.8125
3/05/2006,1.8401,4.98,1.85005,4.8125
4/05/2006,1.8485,5,1.85778,4.8125
5/05/2006,1.85905,4.98,1.86784,4.8125
8/05/2006,1.8584,5.01,1.86735,4.8125
9/05/2006,1.8655,5.01,1.8742,4.9063
10/05/2006,1.8635,5.02,1.87258,4.9063
11/05/2006,1.8793,4.99,1.8881,4.9063
12/05/2006,1.8903,5,1.8985,4.9063
15/05/2006,1.8821,5.01,1.89032,4.9063
16/05/2006,1.8859,4.98,1.8943,4.9063
17/05/2006,1.88555,4.99,1.8941,4.9063
18/05/2006,1.89055,4.96,1.8991,4.9063
19/05/2006,1.8709,4.98,1.87978,4.9063
22/05/2006,1.8804,4.99,1.88967,4.9063
23/05/2006,1.88275,5,1.8924,4.9063
24/05/2006,1.8672,4.97,1.87684,4.9063
25/05/2006,1.8708,5,1.8808,4.9063
26/05/2006,1.85495,5,1.86488,4.9063
29/05/2006,1.8588,5,1.86898,4.9063
30/05/2006,1.88565,5.02,1.89563,4.9063
31/05/2006,1.8713,5.07,1.88141,4.9063
1/06/2006,1.86805,5.05,1.87875,4.9063
2/06/2006,1.88575,4.98,1.8954,4.9063
5/06/2006,1.8769,5.02,1.88655,4.9063
6/06/2006,1.8599,5.03,1.87038,4.9063
7/06/2006,1.8548,5.05,1.86548,4.9063
8/06/2006,1.83895,5.04,1.85015,4.9063
9/06/2006,1.84295,5.05,1.8544,4.9063
12/06/2006,1.8423,5.09,1.8539,4.9063
13/06/2006,1.83655,5.09,1.84786,4.9063
14/06/2006,1.84645,5.15,1.85909,4.9063
15/06/2006,1.84965,5.15,1.8626,4.9063
16/06/2006,1.85,5.18,1.86241,4.9063
19/06/2006,1.83765,5.23,1.8503,4.9688
20/06/2006,1.84155,5.23,1.85388,4.9688
21/06/2006,1.84345,5.22,1.85623,4.9688
22/06/2006,1.82855,5.24,1.84188,4.9688
23/06/2006,1.8193,5.27,1.83315,4.9688
26/06/2006,1.81795,5.3,1.8318,4.9688
27/06/2006,1.82365,5.28,1.83709,4.9688
28/06/2006,1.8163,5.3,1.8298,4.9688
29/06/2006,1.81275,5.25,1.82709,4.9688
30/06/2006,1.84955,5.21,1.86316,4.9688
3/07/2006,1.84415,5.26,1.85743,4.9688
4/07/2006,1.84675,5.26,1.8607,4.9688
5/07/2006,1.8334,5.29,1.84826,4.9688
6/07/2006,1.83645,5.28,1.85134,4.9375
7/07/2006,1.85075,5.25,1.86555,4.9375
10/07/2006,1.8409,5.27,1.85533,4.9375
11/07/2006,1.8426,5.26,1.85678,4.9063
12/07/2006,1.83225,5.26,1.8466,4.9063
13/07/2006,1.84265,5.22,1.8568,4.9063
14/07/2006,1.83435,5.2,1.8482,4.875
17/07/2006,1.81935,5.24,1.83348,4.875
18/07/2006,1.82565,5.28,1.83862,4.875
19/07/2006,1.8396,5.22,1.8529,4.9375
20/07/2006,1.85105,5.18,1.86335,4.9375
21/07/2006,1.8592,5.19,1.8705,4.9375
24/07/2006,1.85035,5.21,1.86245,4.9375
25/07/2006,1.84715,5.21,1.8594,4.9375
26/07/2006,1.8469,5.16,1.8589,4.9375
27/07/2006,1.86435,5.16,1.87602,4.9688
28/07/2006,1.86555,5.1,1.87665,4.9688
31/07/2006,1.86705,5.11,1.87765,4.9688
1/08/2006,1.8674,5.11,1.87765,4.9688
2/08/2006,1.87845,5.11,1.88885,4.9688
3/08/2006,1.8886,5.12,1.89626,4.9688
4/08/2006,1.91085,5.07,1.917,5.1563
7/08/2006,1.90985,5.12,1.9162,5.1563
8/08/2006,1.9071,5.08,1.91346,5.1563
9/08/2006,1.90875,5.07,1.9146,5.1563
10/08/2006,1.89175,5.08,1.8977,5.1875
11/08/2006,1.89655,5.12,1.90263,5.1875
14/08/2006,1.89225,5.17,1.89829,5.1875
15/08/2006,1.8954,5.11,1.90123,5.1875
16/08/2006,1.90005,5.06,1.90555,5.1875
17/08/2006,1.89305,5.08,1.8988,5.1875
18/08/2006,1.8796,5.08,1.88559,5.1875
21/08/2006,1.89705,5.07,1.90314,5.1875
22/08/2006,1.8886,5.07,1.89477,5.1875
23/08/2006,1.89395,5.07,1.90031,5.1875
24/08/2006,1.89155,5.07,1.89735,5.1875
25/08/2006,1.8861,5.06,1.89148,5.1875
28/08/2006,1.8971,5.08,1.90253,5.1875
29/08/2006,1.8927,5.06,1.89837,5.1875
30/08/2006,1.9059,5.03,1.91065,5.1875
31/08/2006,1.90215,5.01,1.90622,5.1875
1/09/2006,1.90335,4.99,1.90755,5.1875
4/09/2006,1.90465,4.99,1.90878,5.1875
5/09/2006,1.8926,5.02,1.89698,5.1875
6/09/2006,1.8806,5.02,1.88529,5.1875
7/09/2006,1.8738,5.02,1.87805,5.1875
8/09/2006,1.86495,5,1.8693,5.1875
11/09/2006,1.8626,5.03,1.86699,5.1875
12/09/2006,1.87555,5.02,1.87933,5.1875
13/09/2006,1.87465,4.99,1.87808,5.1875
14/09/2006,1.891,5.02,1.89413,5.1875
15/09/2006,1.8784,5.03,1.88138,5.2813
18/09/2006,1.87675,5.04,1.88015,5.2813
19/09/2006,1.88685,4.99,1.88946,5.2813
20/09/2006,1.88915,5,1.89116,5.2813
21/09/2006,1.89685,4.93,1.89885,5.2813
22/09/2006,1.9024,4.9,1.90326,5.2813
25/09/2006,1.89925,4.88,1.8998,5.2813
26/09/2006,1.8951,4.91,1.89595,5.2813
27/09/2006,1.8883,4.89,1.88958,5.2813
28/09/2006,1.87365,4.9,1.87548,5.2813
29/09/2006,1.86795,4.91,1.8698,5.2813
2/10/2006,1.88485,4.9,1.88532,5.2813
3/10/2006,1.8892,4.9,1.88921,5.2813
4/10/2006,1.88405,4.87,1.88363,5.2813
5/10/2006,1.8768,4.9,1.87674,5.2813
6/10/2006,1.86965,4.94,1.87062,5.2813
9/10/2006,1.86535,4.94,1.86628,5.2813
10/10/2006,1.85555,5,1.8567,5.2813
11/10/2006,1.8564,5.02,1.85745,5.2813
12/10/2006,1.85645,5.03,1.85792,5.2813
13/10/2006,1.85535,5.05,1.85695,5.2813
16/10/2006,1.86045,5.05,1.8621,5.2813
17/10/2006,1.8693,5.04,1.87025,5.2813
18/10/2006,1.867,5.04,1.86835,5.2813
19/10/2006,1.87575,5.05,1.87731,5.3125
20/10/2006,1.88055,5.05,1.88159,5.3125
23/10/2006,1.87195,5.09,1.87315,5.3125
24/10/2006,1.87185,5.1,1.87281,5.375
25/10/2006,1.8769,5.08,1.8779,5.375
26/10/2006,1.88735,5.06,1.88768,5.375
27/10/2006,1.89665,5.02,1.89656,5.375
30/10/2006,1.90235,5.03,1.90165,5.375
31/10/2006,1.90725,4.99,1.90643,5.375
1/11/2006,1.90705,4.95,1.90585,5.375
2/11/2006,1.9072,4.97,1.90588,5.375
3/11/2006,1.90065,5.06,1.9003,5.3438
6/11/2006,1.8964,5.06,1.89624,5.3438
7/11/2006,1.90895,5.03,1.90808,5.375
8/11/2006,1.90315,5.02,1.9021,5.375
9/11/2006,1.89905,5.02,1.8978,5.375
10/11/2006,1.91205,5.01,1.91085,5.375
13/11/2006,1.90315,5.03,1.90225,5.375
14/11/2006,1.89405,5.01,1.89317,5.375
15/11/2006,1.88745,5.04,1.88733,5.375
16/11/2006,1.8892,5.06,1.88862,5.375
17/11/2006,1.89445,5.02,1.89395,5.375
20/11/2006,1.89725,5.02,1.89652,5.375
21/11/2006,1.89925,5.02,1.89853,5.375
22/11/2006,1.914,5.01,1.91301,5.375
23/11/2006,1.91515,5.01,1.91423,5.375
24/11/2006,1.9318,5,1.93057,5.375
27/11/2006,1.9369,5,1.93562,5.375
28/11/2006,1.9474,4.98,1.94537,5.375
29/11/2006,1.94945,4.98,1.9471,5.375
30/11/2006,1.96705,4.94,1.96445,5.375
1/12/2006,1.9807,4.87,1.97635,5.375
4/12/2006,1.97875,4.87,1.97535,5.3125
5/12/2006,1.97095,4.86,1.96752,5.3125
6/12/2006,1.97015,4.9,1.967,5.3125
7/12/2006,1.9643,4.9,1.96128,5.3125
8/12/2006,1.9666,4.95,1.96419,5.3125
11/12/2006,1.95395,4.94,1.95166,5.3125
12/12/2006,1.96635,4.91,1.96319,5.375
13/12/2006,1.96705,4.95,1.96415,5.375
14/12/2006,1.96275,4.97,1.95995,5.375
15/12/2006,1.95205,4.96,1.9482,5.375
18/12/2006,1.9456,4.97,1.9423,5.4375
19/12/2006,1.96285,4.96,1.95923,5.4375
20/12/2006,1.9655,4.96,1.96189,5.4375
21/12/2006,1.96185,4.93,1.95803,5.4375
22/12/2006,1.96,4.96,1.95601,5.4375
25/12/2006,1.96,4.96,1.95601,5.4375
26/12/2006,1.9568,4.97,1.9527,5.4375
27/12/2006,1.95515,4.99,1.9513,5.4375
28/12/2006,1.95985,5.01,1.95665,5.5
29/12/2006,1.95715,5,1.95452,5.5
1/01/2007,1.95715,5,1.95452,5.5
2/01/2007,1.97275,5,1.96945,5.5
3/01/2007,1.95245,4.98,1.9488,5.5
4/01/2007,1.94465,4.95,1.94007,5.5
5/01/2007,1.9276,4.98,1.9236,5.5
8/01/2007,1.93465,5.01,1.93056,5.5
9/01/2007,1.94065,5.02,1.93641,5.5
10/01/2007,1.93505,5.02,1.93089,5.5
11/01/2007,1.94165,5.05,1.93449,5.75
12/01/2007,1.96005,5.06,1.9528,5.75
15/01/2007,1.9664,5.06,1.9591,5.7813
16/01/2007,1.96095,5.06,1.95335,5.7813
17/01/2007,1.9712,5.08,1.9631,5.7813
18/01/2007,1.9722,5.07,1.96408,5.7813
19/01/2007,1.9742,5.09,1.96595,5.8125
22/01/2007,1.97615,5.09,1.96735,5.8125
23/01/2007,1.98655,5.1,1.978,5.8125
24/01/2007,1.9654,5.09,1.9584,5.8125
25/01/2007,1.9708,5.11,1.96345,5.8125
26/01/2007,1.9595,5.12,1.95209,5.8125
29/01/2007,1.95795,5.12,1.9507,5.8125
30/01/2007,1.96145,5.11,1.95469,5.8125
31/01/2007,1.9574,5.09,1.95033,5.8125
1/02/2007,1.97055,5.09,1.96281,5.8125
2/02/2007,1.9684,5.08,1.96034,5.8125
5/02/2007,1.96015,5.08,1.95161,5.8125
6/02/2007,1.96875,5.07,1.9603,5.875
7/02/2007,1.97005,5.06,1.9617,5.875
8/02/2007,1.9583,5.06,1.9512,5.875
9/02/2007,1.94845,5.08,1.9414,5.875
12/02/2007,1.9476,5.1,1.94071,5.8125
13/02/2007,1.9429,5.1,1.93745,5.7813
14/02/2007,1.96095,5.06,1.95475,5.7813
15/02/2007,1.9541,5.04,1.94823,5.75
16/02/2007,1.94985,5.05,1.94348,5.7188
19/02/2007,1.94755,5.05,1.9411,5.7188
20/02/2007,1.957,5.04,1.94996,5.7188
21/02/2007,1.95225,5.05,1.94577,5.7188
22/02/2007,1.95265,5.07,1.9462,5.7188
23/02/2007,1.96285,5.05,1.95624,5.7188
26/02/2007,1.96315,5.05,1.95625,5.7188
27/02/2007,1.96555,4.93,1.95804,5.7188
28/02/2007,1.95975,4.96,1.95138,5.7188
1/03/2007,1.9576,4.95,1.94881,5.7188
2/03/2007,1.94425,4.9,1.93553,5.7188
5/03/2007,1.92585,4.89,1.9171,5.6563
6/03/2007,1.92555,4.92,1.91635,5.6563
7/03/2007,1.9304,4.9,1.92108,5.6563
8/03/2007,1.93,4.91,1.92123,5.6563
9/03/2007,1.93205,4.98,1.9243,5.6563
12/03/2007,1.92895,4.96,1.92094,5.6563
13/03/2007,1.93215,4.9,1.924,5.6563
14/03/2007,1.9339,4.91,1.92542,5.6563
15/03/2007,1.9365,4.93,1.92846,5.6563
16/03/2007,1.9423,4.95,1.93465,5.6563
19/03/2007,1.9459,4.96,1.93791,5.6563
20/03/2007,1.95805,4.94,1.94874,5.6563
21/03/2007,1.9596,4.89,1.95055,5.6563
22/03/2007,1.96725,4.91,1.95724,5.6563
23/03/2007,1.9631,4.93,1.95338,5.6563
26/03/2007,1.96855,4.91,1.95838,5.6563
27/03/2007,1.96525,4.91,1.95505,5.6563
28/03/2007,1.9654,4.9,1.95453,5.6563
29/03/2007,1.96295,4.9,1.95234,5.6563
30/03/2007,1.96135,4.9,1.95098,5.6563
2/04/2007,1.9779,4.92,1.96665,5.6563
3/04/2007,1.97865,4.93,1.96749,5.8125
4/04/2007,1.9772,4.92,1.96582,5.8125
5/04/2007,1.9719,4.93,1.96207,5.7813
6/04/2007,1.9719,4.98,1.96207,5.7813
9/04/2007,1.96195,4.98,1.95367,5.7813
10/04/2007,1.97255,4.97,1.9637,5.7813
11/04/2007,1.97885,4.97,1.96969,5.7813
12/04/2007,1.97935,4.97,1.97048,5.7813
13/04/2007,1.9829,4.98,1.97408,5.7813
16/04/2007,1.99005,4.97,1.98106,5.7813
17/04/2007,2.0053,4.93,1.99394,5.7813
18/04/2007,2.00555,4.91,1.99403,5.9063
19/04/2007,2.00255,4.91,1.99088,5.9063
20/04/2007,2.00345,4.91,1.9923,5.9063
23/04/2007,2.00035,4.9,1.9889,5.775
24/04/2007,2.00275,4.88,1.99044,5.775
25/04/2007,2.00575,4.9,1.9934,5.775
26/04/2007,1.99185,4.92,1.9804,5.775
27/04/2007,2.00205,4.91,1.99031,5.775
30/04/2007,1.99985,4.89,1.98801,5.775
1/05/2007,1.99915,4.89,1.98733,5.825
2/05/2007,1.99025,4.9,1.9783,5.825
3/05/2007,1.988,4.93,1.97618,5.825
4/05/2007,1.992,4.91,1.97997,5.845
7/05/2007,1.99585,4.92,1.98374,5.845
8/05/2007,1.99025,4.91,1.97786,5.855
9/05/2007,1.99705,4.9,1.98486,5.855
10/05/2007,1.98285,4.86,1.9712,5.855
11/05/2007,1.98245,4.85,1.97065,5.875
14/05/2007,1.98045,4.87,1.96865,5.875
15/05/2007,1.98405,4.85,1.97228,5.875
16/05/2007,1.98275,4.82,1.97079,5.875
17/05/2007,1.97505,4.86,1.96307,5.875
18/05/2007,1.9743,4.92,1.96271,5.875
21/05/2007,1.9694,4.95,1.95795,5.925
22/05/2007,1.9746,4.96,1.9623,5.925
23/05/2007,1.98905,4.96,1.976,5.925
24/05/2007,1.98555,4.94,1.97275,5.925
25/05/2007,1.98495,4.93,1.97185,5.925
28/05/2007,1.98495,4.93,1.97185,5.925
29/05/2007,1.9817,4.96,1.96921,5.925
30/05/2007,1.97485,4.96,1.96185,5.925
31/05/2007,1.9781,4.95,1.96555,6.04
1/06/2007,1.97905,4.98,1.9663,6.06
4/06/2007,1.99105,4.99,1.9781,6.06
5/06/2007,1.99285,4.99,1.98024,6.1
6/06/2007,1.99165,4.96,1.9793,6.1
7/06/2007,1.98055,4.99,1.96825,6.1
8/06/2007,1.96745,4.96,1.95515,6.075
11/06/2007,1.96725,4.98,1.95505,6.1
12/06/2007,1.97345,5.01,1.96037,6.1
13/06/2007,1.97295,4.98,1.96038,6.1
14/06/2007,1.96945,4.98,1.95753,6.1
15/06/2007,1.97685,4.93,1.9645,6.1
18/06/2007,1.98095,4.95,1.96813,6.1
19/06/2007,1.98745,4.92,1.97417,6.075
20/06/2007,1.99285,4.97,1.97874,6.075
21/06/2007,1.99255,4.96,1.97753,6.075
22/06/2007,1.9957,4.94,1.9807,6.125
25/06/2007,1.9966,4.96,1.98108,6.125
26/06/2007,1.99945,4.97,1.98371,6.125
27/06/2007,1.99695,4.93,1.98134,6.125
28/06/2007,2.00255,4.95,1.98698,6.125
29/06/2007,2.00635,4.91,1.99044,6.175
2/07/2007,2.01365,4.97,1.99747,6
3/07/2007,2.01645,4.98,2.00032,5.975
4/07/2007,2.01555,4.98,1.99932,5.975
5/07/2007,2.01045,5.02,1.99427,5.975
6/07/2007,2.01305,5,1.99718,5.975
9/07/2007,2.01495,5.03,1.9994,5.975
10/07/2007,2.0239,4.97,2.0079,5.975
11/07/2007,2.03425,4.99,2.01776,5.975
12/07/2007,2.0288,5.02,2.01285,5.975
13/07/2007,2.03265,5.01,2.01659,5.975
16/07/2007,2.03625,5.01,2.0202,5.975
17/07/2007,2.04455,5.02,2.02695,5.975
18/07/2007,2.05245,4.98,2.03463,5.975
19/07/2007,2.04985,5,2.03271,5.975
20/07/2007,2.05525,4.96,2.038,6.175
23/07/2007,2.05805,5,2.04063,6.175
24/07/2007,2.0614,4.97,2.04343,5.95
25/07/2007,2.04955,4.95,2.03178,5.95
26/07/2007,2.04635,4.83,2.02834,5.95
27/07/2007,2.03075,4.82,2.01198,5.95
30/07/2007,2.02425,4.87,2.00526,5.775
31/07/2007,2.03205,4.85,2.01328,5.775
1/08/2007,2.02925,4.82,2.00988,5.775
2/08/2007,2.03265,4.83,2.01362,5.975
3/08/2007,2.03895,4.76,2.01899,5.975
6/08/2007,2.0313,4.76,2.0103,5.975
7/08/2007,2.02115,4.84,2.0014,5.975
8/08/2007,2.0386,4.89,2.01946,6.05
9/08/2007,2.02975,4.74,2.00893,6.05
10/08/2007,2.0197,4.69,1.99825,6.05
13/08/2007,2.0117,4.75,1.9909,6.05
14/08/2007,1.99995,4.67,1.97973,6.05
15/08/2007,1.99095,4.41,1.97046,6.05
16/08/2007,1.9813,4.18,1.95868,6.05
17/08/2007,1.98665,4.19,1.96318,6.05
20/08/2007,1.9857,4.15,1.9617,6.05
21/08/2007,1.9833,4.07,1.9586,6.05
22/08/2007,1.99125,4.1,1.96675,6.05
23/08/2007,2.00575,4.19,1.98215,6.05
24/08/2007,2.0096,4.31,1.9863,6.05
27/08/2007,2.0144,4.55,1.99003,6.05
28/08/2007,2.00965,4.36,1.98508,6.05
29/08/2007,2.0142,4.24,1.98952,6.05
30/08/2007,2.0153,4.17,1.99111,6.05
31/08/2007,2.01705,4.19,1.99263,6.05
3/09/2007,2.01805,4.19,1.9942,6.05
4/09/2007,2.01015,4.39,1.98603,6.05
5/09/2007,2.01985,4.28,1.9946,5.95
6/09/2007,2.02145,4.3,1.99703,5.95
7/09/2007,2.0252,4.1,2.00005,5.95
10/09/2007,2.0284,4.09,2.0019,5.95
11/09/2007,2.02985,4.16,2.00448,6.05
12/09/2007,2.03045,4.12,2.00708,6.05
13/09/2007,2.02735,4.2,2.00451,6.05
14/09/2007,2.01155,4.16,1.99093,6.05
17/09/2007,2.00015,4.23,1.98005,6.05
18/09/2007,1.99675,4.08,1.97575,5.95
19/09/2007,1.9993,4.06,1.97668,5.95
20/09/2007,2.01395,4.1,1.99118,6
21/09/2007,2.02055,4.09,1.99794,6
24/09/2007,2.02205,4.09,1.99933,5.95
25/09/2007,2.01595,4.04,1.9932,5.95
26/09/2007,2.01535,4.03,1.9935,5.95
27/09/2007,2.02395,4.03,2.0009,5.95
28/09/2007,2.03735,4.05,2.01563,5.95
1/10/2007,2.0431,4.11,2.02256,5.95
2/10/2007,2.04105,4.1,2.02088,5.875
3/10/2007,2.037,4.11,2.01728,5.875
4/10/2007,2.0413,4.1,2.02123,5.875
5/10/2007,2.04175,4.16,2.02248,5.875
8/10/2007,2.03765,4.16,2.01807,5.875
9/10/2007,2.0335,4.23,2.01353,5.875
10/10/2007,2.04375,4.23,2.02243,5.875
11/10/2007,2.0386,4.22,2.01773,5.875
12/10/2007,2.0348,4.28,2.01268,6
15/10/2007,2.0423,4.33,2.0201,6
16/10/2007,2.0319,4.26,2.00975,6
17/10/2007,2.0379,4.11,2.01583,6
18/10/2007,2.04635,4.03,2.02309,6
19/10/2007,2.04635,3.98,2.02138,6
22/10/2007,2.0277,4.05,2.00328,6
23/10/2007,2.0483,4.01,2.02358,6
24/10/2007,2.0469,3.91,2.0209,6
25/10/2007,2.0496,3.93,2.02381,6
26/10/2007,2.05215,3.96,2.02667,6
29/10/2007,2.06085,4,2.0351,6
30/10/2007,2.06705,3.98,2.04105,5.95
31/10/2007,2.07735,4.04,2.0508,5.95
1/11/2007,2.0817,3.89,2.05495,5.95
2/11/2007,2.0819,3.74,2.05472,5.95
5/11/2007,2.0806,3.86,2.05498,5.95
6/11/2007,2.08755,3.83,2.0622,5.95
7/11/2007,2.104,3.71,2.07845,5.95
8/11/2007,2.1082,3.61,2.08185,5.95
9/11/2007,2.0947,3.57,2.06826,5.95
12/11/2007,2.05905,3.57,2.03166,5.95
13/11/2007,2.07255,3.68,2.04475,5.95
14/11/2007,2.06545,3.65,2.04025,5.95
15/11/2007,2.04545,3.49,2.0202,5.95
16/11/2007,2.0458,3.49,2.0195,5.95
19/11/2007,2.05195,3.43,2.02591,5.925
20/11/2007,2.0646,3.32,2.03849,5.925
21/11/2007,2.05505,3.18,2.0272,5.95
22/11/2007,2.06095,3.18,2.03334,5.95
23/11/2007,2.0545,3.28,2.02643,5.95
26/11/2007,2.06785,3.2,2.03972,5.95
27/11/2007,2.0699,3.26,2.04085,5.95
28/11/2007,2.0713,3.31,2.042,6
29/11/2007,2.0626,3.22,2.03323,6.03
30/11/2007,2.05615,3.26,2.02585,6.03
3/12/2007,2.06725,3.15,2.0366,6
4/12/2007,2.05865,3.11,2.0285,6
5/12/2007,2.02765,3.13,1.99974,6
6/12/2007,2.02535,3.2,1.9971,6
7/12/2007,2.0294,3.24,2.00316,6
10/12/2007,2.0462,3.26,2.01922,6
11/12/2007,2.03895,3.09,2.01085,6
12/12/2007,2.04555,3.16,2.01843,6
13/12/2007,2.0376,3.22,2.01079,5.95
14/12/2007,2.01955,3.28,1.9947,5.95
17/12/2007,2.0151,3.34,1.99043,5.95
18/12/2007,2.0179,3.31,1.99205,5.95
19/12/2007,2.00335,3.26,1.97938,5.85
20/12/2007,1.98145,3.2,1.9563,5.8
21/12/2007,1.98405,3.31,1.95933,5.8
24/12/2007,1.9766,3.46,1.95339,5.8
25/12/2007,1.9766,3.46,1.95339,5.8
26/12/2007,1.98315,3.49,1.95985,5.8
27/12/2007,1.9884,3.37,1.96477,5.75
28/12/2007,1.9929,3.34,1.96828,5.75
31/12/2007,1.9906,3.34,1.9652,5.75
1/01/2008,1.9906,3.34,1.9652,5.75
2/01/2008,1.97955,3.17,1.95406,5.62
3/01/2008,1.97145,3.13,1.94541,5.6
4/01/2008,1.9742,3.06,1.94653,5.6
7/01/2008,1.97555,3.11,1.9473,5.6
8/01/2008,1.97355,3.09,1.94523,5.455
9/01/2008,1.95825,3.04,1.92973,5.42
10/01/2008,1.95745,3.04,1.92818,5.385
11/01/2008,1.9583,2.91,1.92571,5.395
14/01/2008,1.95845,2.9,1.92533,5.35
15/01/2008,1.9714,2.87,1.93786,5.33
16/01/2008,1.9648,2.86,1.93128,5.28
17/01/2008,1.9769,2.81,1.94155,5.315
18/01/2008,1.95415,2.69,1.91793,5.31
21/01/2008,1.94485,2.69,1.9078,5.31
22/01/2008,1.9606,2.29,1.91804,5.125
23/01/2008,1.94965,2.19,1.90365,5.16
24/01/2008,1.9717,2.4,1.92753,5.195
25/01/2008,1.9832,2.34,1.9393,5.285
28/01/2008,1.9875,2.3,1.94246,5.375
29/01/2008,1.9872,2.33,1.9425,5.395
30/01/2008,1.9885,2.3,1.9439,5.395
31/01/2008,1.988,2.11,1.94196,5.345
1/02/2008,1.96865,2.13,1.92293,5.295
4/02/2008,1.9757,2.17,1.9305,5.305
5/02/2008,1.9646,2.06,1.9187,5.335
6/02/2008,1.9603,2.05,1.9136,5.375
7/02/2008,1.94185,2.08,1.89637,5.375
8/02/2008,1.94625,2.05,1.901,5.325
11/02/2008,1.9476,2.06,1.90008,5.345
12/02/2008,1.9604,2.06,1.9128,5.375
13/02/2008,1.96275,2.03,1.91363,5.475
14/02/2008,1.9718,2.05,1.92338,5.475
15/02/2008,1.96255,2.02,1.9145,5.455
18/02/2008,1.95175,2.02,1.9044,5.455
19/02/2008,1.95135,2.11,1.90393,5.455
20/02/2008,1.9406,2.16,1.8946,5.455
21/02/2008,1.96005,2.05,1.91223,5.525
22/02/2008,1.96685,2.08,1.918,5.525
25/02/2008,1.9678,2.13,1.92108,5.525
26/02/2008,1.9723,2.07,1.92568,5.545
27/02/2008,1.98875,2.02,1.93949,5.545
28/02/2008,1.98975,1.92,1.93953,5.555
29/02/2008,1.9892,1.77,1.93813,5.555
3/03/2008,1.9824,1.74,1.93083,5.575
4/03/2008,1.9862,1.72,1.9341,5.605
5/03/2008,1.98955,1.72,1.9383,5.625
6/03/2008,2.00935,1.59,1.95698,5.625
7/03/2008,2.0141,1.55,1.96065,5.615
10/03/2008,2.01655,1.46,1.96229,5.605
11/03/2008,2.00375,1.67,1.95095,5.625
12/03/2008,2.02105,1.58,1.9664,5.675
13/03/2008,2.0309,1.54,1.97335,5.675
14/03/2008,2.02915,1.37,1.96835,5.775
17/03/2008,2.00075,1.32,1.93983,5.825
18/03/2008,2.02145,1.4,1.96003,5.825
19/03/2008,1.9859,1.33,1.92985,5.815
20/03/2008,1.9822,1.33,1.92532,5.815
21/03/2008,1.9822,1.33,1.92532,5.815
24/03/2008,1.9852,1.68,1.93148,5.815
25/03/2008,1.99965,1.64,1.94158,5.85
26/03/2008,2.0016,1.56,1.94397,5.85
27/03/2008,2.0095,1.57,1.95215,5.85
28/03/2008,1.9892,1.56,1.93448,5.85
31/03/2008,1.9875,1.55,1.93282,5.85
1/04/2008,1.9754,1.62,1.92195,5.85
2/04/2008,1.98125,1.67,1.9295,5.85
3/04/2008,1.99515,1.68,1.94394,5.85
4/04/2008,1.99445,1.63,1.94347,5.825
7/04/2008,1.98955,1.72,1.93865,5.8
8/04/2008,1.9681,1.68,1.9177,5.8
9/04/2008,1.97415,1.6,1.92265,5.8
10/04/2008,1.97865,1.61,1.92695,5.8
11/04/2008,1.9716,1.52,1.91958,5.8
14/04/2008,1.98365,1.53,1.93105,5.8
15/04/2008,1.96245,1.56,1.91313,5.8
16/04/2008,1.97585,1.65,1.92795,5.8
17/04/2008,1.98565,1.77,1.93993,5.81
18/04/2008,1.9971,1.85,1.95095,5.775
21/04/2008,1.9808,1.86,1.93375,5.755
22/04/2008,1.99445,1.84,1.94538,5.795
23/04/2008,1.9803,1.83,1.9319,5.795
24/04/2008,1.9726,1.91,1.92525,5.795
25/04/2008,1.9886,1.97,1.94175,5.875
28/04/2008,1.99485,1.95,1.94785,5.865
29/04/2008,1.97135,1.94,1.92515,5.865
30/04/2008,1.98055,1.85,1.93515,5.825
1/05/2008,1.9747,1.94,1.9281,5.805
2/05/2008,1.9749,1.97,1.92798,5.805
5/05/2008,1.96905,1.98,1.92225,5.805
6/05/2008,1.97655,1.96,1.9303,5.805
7/05/2008,1.9515,1.94,1.90655,5.805
8/05/2008,1.9564,1.91,1.90993,5.805
9/05/2008,1.94625,1.91,1.89924,5.805
12/05/2008,1.96115,2.01,1.91273,5.775
13/05/2008,1.94635,2.08,1.8975,5.825
14/05/2008,1.94165,2.11,1.89133,5.875
15/05/2008,1.9463,2.08,1.8956,5.945
16/05/2008,1.95365,2.09,1.90113,5.975
19/05/2008,1.9489,2.07,1.8967,5.975
20/05/2008,1.9683,2.05,1.91498,5.975
21/05/2008,1.9643,2.07,1.91055,5.975
22/05/2008,1.98135,2.15,1.92748,6.025
23/05/2008,1.98185,2.11,1.92785,6.105
26/05/2008,1.982,2.11,1.92805,6.105
27/05/2008,1.97485,2.15,1.92168,6.075
28/05/2008,1.98075,2.11,1.92885,6.075
29/05/2008,1.97685,2.17,1.92485,6.075
30/05/2008,1.9762,2.22,1.92325,6.125
2/06/2008,1.9637,2.17,1.9122,6.125
3/06/2008,1.9664,2.14,1.9143,6.075
