Source:,DataStream,,,
Original File:,CIP_20120920.xlsx,,,
Date Created:,2012.09.20,,,
Start Date:,1999.09.17,,,
End Date:,2012.09.19,,,
,,,,
,spot,usr,future,ukr
20/02/2002,1.4278,2.24,1.39885,4.2813
21/02/2002,1.4248,2.25,1.39657,4.4688
22/02/2002,1.4301,2.22,1.40235,4.4688
25/02/2002,1.4279,2.26,1.40005,4.4688
26/02/2002,1.4259,2.31,1.3978,4.4688
27/02/2002,1.4166,2.27,1.3886,4.4688
28/02/2002,1.4144,2.25,1.38705,4.4688
1/03/2002,1.4183,2.33,1.3912,4.4688
4/03/2002,1.4217,2.36,1.3945,4.4688
5/03/2002,1.4209,2.36,1.3937,4.4688
6/03/2002,1.4222,2.34,1.39455,4.4688
7/03/2002,1.4251,2.43,1.398,4.4688
8/03/2002,1.4225,2.57,1.39635,4.4688
11/03/2002,1.4218,2.59,1.39625,4.4688
12/03/2002,1.411,2.57,1.3859,4.5938
13/03/2002,1.413,2.52,1.38725,4.5938
14/03/2002,1.421,2.59,1.39555,4.5938
15/03/2002,1.4251,2.61,1.4003,4.5938
18/03/2002,1.4247,2.65,1.3999,4.5938
19/03/2002,1.4244,2.61,1.4001,4.5938
20/03/2002,1.4255,2.66,1.4009,4.5938
21/03/2002,1.4264,2.66,1.40215,4.5938
22/03/2002,1.4267,2.7,1.402,4.5938
25/03/2002,1.4258,2.75,1.4015,4.5938
26/03/2002,1.427,2.69,1.40198,4.5938
27/03/2002,1.4223,2.65,1.3979,4.5938
28/03/2002,1.424,2.7,1.3999,4.5938
29/03/2002,1.424,2.7,1.3999,4.5938
1/04/2002,1.4384,2.76,1.41365,4.5938
2/04/2002,1.441,2.68,1.4164,4.5938
3/04/2002,1.437,2.61,1.41184,4.625
4/04/2002,1.4377,2.61,1.41245,4.625
5/04/2002,1.4353,2.54,1.40955,4.625
8/04/2002,1.4329,2.61,1.4063,4.625
9/04/2002,1.4321,2.55,1.40598,4.625
10/04/2002,1.4361,2.52,1.40912,4.625
11/04/2002,1.4387,2.51,1.41171,4.625
12/04/2002,1.4368,2.44,1.40988,4.625
15/04/2002,1.4381,2.44,1.41128,4.625
16/04/2002,1.4392,2.46,1.41226,4.625
17/04/2002,1.4426,2.43,1.41435,4.625
18/04/2002,1.4474,2.4,1.41912,4.625
19/04/2002,1.4471,2.39,1.41911,4.625
22/04/2002,1.4497,2.41,1.4219,4.625
23/04/2002,1.4487,2.41,1.4209,4.625
24/04/2002,1.4488,2.35,1.4208,4.625
25/04/2002,1.4549,2.33,1.4267,4.625
26/04/2002,1.4545,2.31,1.42685,4.625
29/04/2002,1.4572,2.36,1.42915,4.625
30/04/2002,1.4573,2.35,1.4293,4.625
1/05/2002,1.4621,2.33,1.4336,4.625
2/05/2002,1.4634,2.35,1.4351,4.625
3/05/2002,1.4681,2.28,1.4387,4.625
6/05/2002,1.4673,2.3,1.43855,4.625
7/05/2002,1.4644,2.27,1.43485,4.625
8/05/2002,1.4588,2.37,1.42945,4.625
9/05/2002,1.4575,2.33,1.42895,4.625
10/05/2002,1.4609,2.27,1.4316,4.625
13/05/2002,1.4597,2.36,1.4304,4.625
14/05/2002,1.4477,2.43,1.41975,4.625
15/05/2002,1.4556,2.41,1.42625,4.75
16/05/2002,1.4554,2.35,1.42565,4.75
17/05/2002,1.4609,2.45,1.43105,4.75
20/05/2002,1.4588,2.41,1.4287,4.75
21/05/2002,1.4559,2.38,1.42565,4.75
22/05/2002,1.4588,2.34,1.428,4.75
23/05/2002,1.4525,2.38,1.4221,4.75
24/05/2002,1.4573,2.37,1.4271,4.75
27/05/2002,1.457,2.37,1.4271,4.875
28/05/2002,1.4624,2.41,1.43255,4.875
29/05/2002,1.46,2.35,1.4306,4.875
30/05/2002,1.4647,2.31,1.4342,4.875
31/05/2002,1.4632,2.34,1.43245,4.875
3/06/2002,1.4616,2.35,1.43101,4.875
4/06/2002,1.4633,2.31,1.43187,4.875
5/06/2002,1.4554,2.33,1.42381,4.875
6/06/2002,1.4588,2.3,1.42789,4.875
7/06/2002,1.4607,2.31,1.42966,4.875
10/06/2002,1.4609,2.3,1.43,4.875
11/06/2002,1.4654,2.27,1.43385,4.875
12/06/2002,1.471,2.25,1.4383,4.875
13/06/2002,1.473,2.2,1.4402,4.875
14/06/2002,1.4772,2.16,1.44385,4.875
17/06/2002,1.4779,2.2,1.44445,4.875
18/06/2002,1.4866,2.16,1.4538,4.875
19/06/2002,1.4899,2.07,1.45655,4.875
20/06/2002,1.4994,2.12,1.46575,4.875
21/06/2002,1.4994,2.09,1.46635,4.875
24/06/2002,1.5046,2.15,1.47135,4.875
25/06/2002,1.5,2.16,1.46665,4.875
26/06/2002,1.5261,2.05,1.4911,4.875
27/06/2002,1.5226,2.09,1.4884,4.875
28/06/2002,1.5243,2.06,1.49015,4.875
1/07/2002,1.5291,2.09,1.4946,4.875
2/07/2002,1.5313,2.04,1.4967,4.875
3/07/2002,1.5263,2.02,1.49175,4.875
4/07/2002,1.5242,2.02,1.49025,4.875
5/07/2002,1.5213,2.08,1.48744,4.875
8/07/2002,1.5348,2.08,1.50064,4.875
9/07/2002,1.5473,2.01,1.51276,4.875
10/07/2002,1.5463,1.97,1.5113,4.875
11/07/2002,1.5495,1.95,1.51415,4.875
12/07/2002,1.5504,1.97,1.51535,4.875
15/07/2002,1.5654,1.97,1.53015,4.875
16/07/2002,1.5716,1.99,1.5383,4.875
17/07/2002,1.5667,1.99,1.5333,4.875
18/07/2002,1.5698,1.95,1.536,4.875
19/07/2002,1.5775,1.94,1.54355,4.875
22/07/2002,1.5745,1.94,1.5409,4.875
23/07/2002,1.5632,1.91,1.5294,4.875
24/07/2002,1.573,1.89,1.53905,4.875
25/07/2002,1.5771,1.86,1.54355,4.875
26/07/2002,1.5663,1.8,1.5329,4.875
29/07/2002,1.5579,1.93,1.5247,4.875
30/07/2002,1.5716,1.96,1.53895,4.875
31/07/2002,1.5622,1.8,1.52965,4.875
1/08/2002,1.5553,1.75,1.52275,4.875
2/08/2002,1.5695,1.65,1.53635,4.875
5/08/2002,1.5665,1.68,1.53335,4.875
6/08/2002,1.5384,1.69,1.50515,4.875
7/08/2002,1.534,1.64,1.50105,4.875
8/08/2002,1.531,1.68,1.4981,4.875
9/08/2002,1.5246,1.68,1.49225,4.875
12/08/2002,1.5308,1.75,1.49866,4
13/08/2002,1.5321,1.7,1.49956,4
14/08/2002,1.5444,1.77,1.5107,4
15/08/2002,1.534,1.78,1.5014,4
16/08/2002,1.5374,1.82,1.50435,4
19/08/2002,1.5285,1.86,1.49565,3.9688
20/08/2002,1.5257,1.77,1.49275,3.9688
21/08/2002,1.5311,1.77,1.49775,3.9688
22/08/2002,1.5238,1.85,1.49075,3.9688
23/08/2002,1.5209,1.8,1.48848,3.9688
26/08/2002,1.5237,1.79,1.49094,3.9688
27/08/2002,1.5306,1.89,1.49878,3.9688
28/08/2002,1.5368,1.85,1.5054,3.9688
29/08/2002,1.5492,1.75,1.51729,3.9688
30/08/2002,1.5469,1.74,1.51545,3.9688
2/09/2002,1.5502,1.74,1.51845,3.9688
3/09/2002,1.5639,1.71,1.53185,3.9688
4/09/2002,1.5646,1.69,1.5322,3.9688
5/09/2002,1.5665,1.66,1.53405,3.9688
6/09/2002,1.5601,1.75,1.52805,3.9688
9/09/2002,1.5585,1.77,1.52625,3.9688
10/09/2002,1.553,1.77,1.52105,3.9688
11/09/2002,1.5478,1.84,1.5152,3.9688
12/09/2002,1.5546,1.79,1.5218,3.9688
13/09/2002,1.561,1.74,1.52865,3.9688
16/09/2002,1.5446,1.78,1.51255,3.9688
17/09/2002,1.5349,1.77,1.50332,3.9688
18/09/2002,1.5495,1.75,1.51785,3.9688
19/09/2002,1.5541,1.68,1.52277,3.9688
20/09/2002,1.5541,1.68,1.52255,3.9688
23/09/2002,1.5597,1.68,1.52821,3.9688
24/09/2002,1.5571,1.68,1.5252,3.9688
25/09/2002,1.5611,1.73,1.52875,3.9688
26/09/2002,1.5587,1.68,1.5271,3.9688
27/09/2002,1.5524,1.62,1.5203,3.9688
30/09/2002,1.5726,1.53,1.53927,3.9063
1/10/2002,1.5695,1.56,1.53665,3.9063
2/10/2002,1.5659,1.53,1.5324,3.7813
3/10/2002,1.5697,1.53,1.53615,3.7813
4/10/2002,1.5677,1.58,1.53475,3.7813
7/10/2002,1.5671,1.59,1.5343,3.7813
8/10/2002,1.5566,1.6,1.5244,3.7813
9/10/2002,1.5582,1.55,1.52535,3.7813
10/10/2002,1.5622,1.6,1.5287,3.7813
11/10/2002,1.5607,1.63,1.5272,3.7813
14/10/2002,1.5575,1.63,1.52455,3.7813
15/10/2002,1.5549,1.79,1.5224,3.7813
16/10/2002,1.5533,1.74,1.5209,3.7813
17/10/2002,1.5518,1.78,1.5201,3.7813
18/10/2002,1.5477,1.77,1.51645,3.7813
21/10/2002,1.5444,1.86,1.51325,3.7813
22/10/2002,1.5468,1.85,1.5156,3.7813
23/10/2002,1.5487,1.84,1.5179,3.7813
24/10/2002,1.5471,1.73,1.516,3.7813
25/10/2002,1.555,1.69,1.52335,3.7813
28/10/2002,1.5542,1.6,1.52132,3.7813
29/10/2002,1.5592,1.53,1.52513,3.7813
30/10/2002,1.5574,1.49,1.52315,3.7813
31/10/2002,1.5645,1.46,1.52975,3.7813
1/11/2002,1.5644,1.46,1.5298,3.7813
4/11/2002,1.5539,1.48,1.5196,3.7813
5/11/2002,1.5624,1.48,1.5276,3.7813
6/11/2002,1.5593,1.46,1.5244,3.7813
7/11/2002,1.5797,1.46,1.5426,3.7813
8/11/2002,1.5892,1.43,1.55195,3.7813
11/11/2002,1.5883,1.43,1.55095,3.7813
12/11/2002,1.5878,1.44,1.5506,3.7813
13/11/2002,1.5867,1.42,1.5485,3.7813
14/11/2002,1.5806,1.48,1.54285,3.7813
15/11/2002,1.5789,1.49,1.54252,3.7813
18/11/2002,1.5813,1.48,1.5441,3.7813
19/11/2002,1.5894,1.49,1.5518,3.7813
20/11/2002,1.5757,1.5,1.53845,3.7813
21/11/2002,1.5788,1.52,1.54195,3.7813
22/11/2002,1.5814,1.54,1.5446,3.7813
25/11/2002,1.5662,1.56,1.52955,3.7813
26/11/2002,1.561,1.51,1.5241,3.7813
27/11/2002,1.544,1.58,1.50735,3.7813
28/11/2002,1.5529,1.58,1.51555,3.7813
29/11/2002,1.556,1.56,1.51825,3.7813
2/12/2002,1.5553,1.56,1.51725,3.7813
3/12/2002,1.5671,1.57,1.52955,3.7813
4/12/2002,1.5716,1.53,1.5334,3.7813
5/12/2002,1.5708,1.5,1.533,3.7813
6/12/2002,1.5747,1.47,1.5371,3.7813
9/12/2002,1.5762,1.48,1.5388,3.7813
10/12/2002,1.5717,1.48,1.5345,3.7813
11/12/2002,1.5759,1.46,1.5382,3.7813
12/12/2002,1.5774,1.46,1.54015,3.7813
13/12/2002,1.5895,1.47,1.55185,3.7813
16/12/2002,1.5883,1.5,1.5506,3.7813
17/12/2002,1.5984,1.48,1.56005,3.7813
18/12/2002,1.6009,1.43,1.5622,3.7813
19/12/2002,1.6016,1.37,1.56335,3.7813
20/12/2002,1.6036,1.39,1.56535,3.8438
23/12/2002,1.5925,1.43,1.55445,3.8438
24/12/2002,1.5967,1.42,1.5579,3.8438
25/12/2002,1.5967,1.42,1.5579,3.8438
26/12/2002,1.5964,1.41,1.558,3.8438
27/12/2002,1.6016,1.36,1.5636,3.8438
30/12/2002,1.6042,1.36,1.566,3.8438
31/12/2002,1.6099,1.32,1.5712,3.8438
1/01/2003,1.6099,1.32,1.5712,3.8438
2/01/2003,1.5978,1.42,1.56035,3.8438
3/01/2003,1.6028,1.41,1.56534,3.8438
6/01/2003,1.611,1.44,1.57385,3.8438
7/01/2003,1.6068,1.4,1.569,3.8438
8/01/2003,1.5995,1.36,1.5619,3.8438
9/01/2003,1.6063,1.44,1.56905,3.8438
10/01/2003,1.608,1.39,1.57055,3.8438
13/01/2003,1.6054,1.41,1.56755,3.8438
14/01/2003,1.6097,1.4,1.57145,3.8438
15/01/2003,1.605,1.37,1.56605,3.8438
16/01/2003,1.6064,1.37,1.56805,3.8438
17/01/2003,1.6177,1.34,1.5792,3.8438
20/01/2003,1.6081,1.34,1.5699,3.8438
21/01/2003,1.6094,1.33,1.57105,3.8438
22/01/2003,1.6135,1.31,1.5747,3.8438
23/01/2003,1.6229,1.33,1.5839,3.8438
24/01/2003,1.6308,1.31,1.59225,3.8438
27/01/2003,1.6329,1.31,1.595,3.8438
28/01/2003,1.6398,1.34,1.60175,3.8438
29/01/2003,1.6472,1.36,1.60935,3.8438
30/01/2003,1.6471,1.3,1.6092,3.8438
31/01/2003,1.6437,1.31,1.60565,3.8438
3/02/2003,1.6392,1.34,1.60125,3.8438
4/02/2003,1.6469,1.33,1.609,3.8438
5/02/2003,1.6455,1.34,1.60765,3.8438
6/02/2003,1.6395,1.32,1.6052,3.8438
7/02/2003,1.632,1.28,1.5987,3.8438
10/02/2003,1.6291,1.33,1.59525,3.8438
11/02/2003,1.6174,1.3,1.5839,3.8438
12/02/2003,1.6163,1.29,1.5826,3.8438
13/02/2003,1.6215,1.27,1.5881,3.8438
14/02/2003,1.6128,1.3,1.5792,3.8438
17/02/2003,1.6003,1.3,1.5671,3.8438
18/02/2003,1.592,1.31,1.55885,3.8438
19/02/2003,1.5949,1.29,1.5616,3.375
20/02/2003,1.594,1.29,1.561,3.375
21/02/2003,1.5923,1.31,1.55935,3.375
24/02/2003,1.5855,1.28,1.5534,3.375
25/02/2003,1.5719,1.27,1.5399,3.375
26/02/2003,1.5828,1.27,1.55055,3.375
27/02/2003,1.5788,1.27,1.5467,3.375
28/02/2003,1.5751,1.24,1.54335,3.375
3/03/2003,1.5806,1.26,1.5486,3.375
4/03/2003,1.5816,1.24,1.54935,3.375
5/03/2003,1.60065,1.22,1.5678,3.375
6/03/2003,1.6024,1.22,1.56915,3.375
7/03/2003,1.6047,1.15,1.5707,3.375
10/03/2003,1.59915,1.09,1.56475,3.375
11/03/2003,1.6061,1.12,1.5717,3.375
12/03/2003,1.6121,1.14,1.57816,3.375
13/03/2003,1.60675,1.24,1.57225,3.375
14/03/2003,1.58645,1.22,1.55245,3.375
17/03/2003,1.57685,1.24,1.54255,3.375
18/03/2003,1.564,1.35,1.53015,3.375
19/03/2003,1.56335,1.32,1.52855,3.375
20/03/2003,1.5654,1.34,1.53075,3.375
21/03/2003,1.5636,1.36,1.529,3.375
24/03/2003,1.57605,1.32,1.5412,3.375
25/03/2003,1.57185,1.28,1.53705,3.375
26/03/2003,1.57365,1.27,1.53875,3.375
27/03/2003,1.5713,1.25,1.5368,3.375
28/03/2003,1.5679,1.22,1.53345,3.375
31/03/2003,1.58065,1.19,1.5465,3.375
1/04/2003,1.5737,1.16,1.53995,3.375
2/04/2003,1.56925,1.22,1.53535,3.375
3/04/2003,1.5702,1.18,1.53625,3.375
4/04/2003,1.56105,1.18,1.5273,3.375
7/04/2003,1.54985,1.25,1.51625,3.375
8/04/2003,1.54965,1.21,1.5157,3.375
9/04/2003,1.5544,1.22,1.5208,3.375
10/04/2003,1.57215,1.25,1.53815,3.375
11/04/2003,1.57085,1.3,1.5366,3.375
14/04/2003,1.57475,1.33,1.5402,3.375
15/04/2003,1.571,1.32,1.53665,3.375
16/04/2003,1.57595,1.31,1.54252,3.375
17/04/2003,1.57885,1.34,1.54535,3.375
18/04/2003,1.57885,1.34,1.54535,3.375
21/04/2003,1.5639,1.35,1.53092,3.375
22/04/2003,1.57715,1.34,1.54415,3.375
23/04/2003,1.58175,1.33,1.5484,3.375
24/04/2003,1.59365,1.28,1.55991,3.375
25/04/2003,1.59075,1.26,1.55698,3.375
28/04/2003,1.59025,1.28,1.55695,3.375
29/04/2003,1.5906,1.28,1.55683,3.375
30/04/2003,1.59825,1.22,1.56425,3.375
1/05/2003,1.61095,1.21,1.5766,3.375
2/05/2003,1.6033,1.27,1.5691,3.375
5/05/2003,1.6063,1.27,1.572,3.375
6/05/2003,1.6147,1.19,1.5801,3.375
7/05/2003,1.59155,1.21,1.5573,3.375
8/05/2003,1.6001,1.24,1.56405,3.375
9/05/2003,1.60235,1.22,1.56595,3.375
12/05/2003,1.6107,1.22,1.57405,3.375
13/05/2003,1.6082,1.23,1.57175,3.375
14/05/2003,1.6204,1.2,1.58293,3.375
15/05/2003,1.62405,1.21,1.5876,3.375
16/05/2003,1.62465,1.15,1.5881,3.375
19/05/2003,1.6367,1.14,1.5998,3.375
20/05/2003,1.63525,1.1,1.5978,3.375
21/05/2003,1.64375,1.15,1.6073,3.375
22/05/2003,1.6327,1.14,1.597,3.375
23/05/2003,1.6376,1.14,1.60225,3.375
26/05/2003,1.63835,1.14,1.60281,3.375
27/05/2003,1.6414,1.13,1.60565,3.375
28/05/2003,1.63355,1.15,1.59751,3.375
29/05/2003,1.64935,1.11,1.6127,3.375
30/05/2003,1.63835,1.13,1.6023,3.375
2/06/2003,1.63315,1.15,1.59705,3.375
3/06/2003,1.62975,1.07,1.5936,3.375
4/06/2003,1.63235,1.04,1.59455,3.375
5/06/2003,1.6544,1.07,1.61585,3.375
6/06/2003,1.663,1.08,1.6248,3.375
9/06/2003,1.6479,1.04,1.6103,3.375
10/06/2003,1.6489,0.98,1.61,3.375
11/06/2003,1.6678,1,1.6287,3.375
12/06/2003,1.6687,0.95,1.62885,3.375
13/06/2003,1.66745,0.9,1.6278,3.375
16/06/2003,1.6808,0.95,1.64035,3.375
17/06/2003,1.68875,1,1.6482,3.375
18/06/2003,1.6773,0.96,1.6374,3.375
19/06/2003,1.6756,0.88,1.636,3.375
20/06/2003,1.66625,0.94,1.6274,3.375
23/06/2003,1.66645,0.94,1.6273,3.375
24/06/2003,1.6644,0.91,1.62485,3.375
25/06/2003,1.67435,1.05,1.63444,3.375
26/06/2003,1.6634,1.11,1.62499,3.375
27/06/2003,1.6506,1.09,1.61281,3.375
30/06/2003,1.65015,1.09,1.61294,3.375
1/07/2003,1.66195,1.07,1.6249,3.375
2/07/2003,1.6646,1.06,1.62815,3.375
3/07/2003,1.67225,1.07,1.63425,3.375
4/07/2003,1.6674,1.07,1.62975,3.375
7/07/2003,1.65025,1.08,1.61313,3.375
8/07/2003,1.63555,1.09,1.59857,3.375
9/07/2003,1.6298,1.09,1.59335,3.375
10/07/2003,1.62855,1.07,1.59345,3.375
11/07/2003,1.6313,1.06,1.5963,3.375
14/07/2003,1.6251,1.07,1.59031,3.375
15/07/2003,1.60225,1.1,1.56772,3.375
16/07/2003,1.5951,1.12,1.5612,3.375
17/07/2003,1.59035,1.11,1.55692,3.375
18/07/2003,1.58395,1.12,1.55069,3.375
21/07/2003,1.5968,1.17,1.5628,3.3125
22/07/2003,1.60025,1.12,1.56619,3.3125
23/07/2003,1.6069,1.11,1.57236,3.3125
24/07/2003,1.61315,1.13,1.5773,3.3125
25/07/2003,1.6224,1.13,1.5862,3.3125
28/07/2003,1.625,1.17,1.58879,3.3125
29/07/2003,1.62565,1.17,1.58989,3.3125
30/07/2003,1.6171,1.17,1.5812,3.3125
31/07/2003,1.60745,1.28,1.57165,3.3125
1/08/2003,1.6082,1.31,1.57153,3.3125
4/08/2003,1.6102,1.24,1.57321,3.3125
5/08/2003,1.60765,1.32,1.57005,3.3125
6/08/2003,1.61195,1.28,1.5748,3.5625
7/08/2003,1.6177,1.26,1.58061,3.5625
8/08/2003,1.6096,1.22,1.57223,3.5625
11/08/2003,1.6028,1.3,1.56514,3.5625
12/08/2003,1.6022,1.25,1.56372,3.5625
13/08/2003,1.6086,1.31,1.57095,3.5625
14/08/2003,1.6004,1.31,1.56294,3.5625
15/08/2003,1.5939,1.3,1.55639,3.5625
18/08/2003,1.5909,1.33,1.55347,3.5625
19/08/2003,1.5847,1.29,1.5471,3.5625
20/08/2003,1.5924,1.3,1.5543,3.5625
21/08/2003,1.5823,1.37,1.54409,3.5625
22/08/2003,1.5733,1.35,1.53564,3.5625
25/08/2003,1.5746,1.35,1.53681,3.5625
26/08/2003,1.5711,1.32,1.53355,3.8438
27/08/2003,1.57275,1.38,1.53498,3.8438
28/08/2003,1.5783,1.34,1.5398,3.8438
29/08/2003,1.58175,1.35,1.54295,3.8438
1/09/2003,1.57145,1.35,1.53267,3.8438
2/09/2003,1.57155,1.39,1.5324,3.875
3/09/2003,1.5698,1.36,1.53045,3.875
4/09/2003,1.5809,1.33,1.54115,3.875
5/09/2003,1.58555,1.24,1.5452,3.875
8/09/2003,1.5864,1.27,1.5456,3.875
9/09/2003,1.5889,1.23,1.54795,3.875
10/09/2003,1.59015,1.2,1.54918,3.875
11/09/2003,1.59515,1.22,1.55397,3.875
12/09/2003,1.60455,1.2,1.5635,3.875
15/09/2003,1.60185,1.2,1.56112,3.875
16/09/2003,1.5891,1.22,1.54754,3.875
17/09/2003,1.60355,1.19,1.56021,3.875
18/09/2003,1.6165,1.23,1.57356,3.875
19/09/2003,1.6306,1.23,1.58735,3.875
22/09/2003,1.6479,1.24,1.6045,3.875
23/09/2003,1.6538,1.24,1.61,3.875
24/09/2003,1.65635,1.22,1.61305,3.875
25/09/2003,1.66205,1.21,1.61887,3.875
26/09/2003,1.65955,1.21,1.61642,3.875
29/09/2003,1.6603,1.21,1.61692,3.875
30/09/2003,1.6614,1.15,1.61755,3.6875
1/10/2003,1.6676,1.13,1.62353,3.6875
2/10/2003,1.67015,1.14,1.62534,3.8125
3/10/2003,1.66735,1.2,1.62205,3.8125
6/10/2003,1.67195,1.15,1.62625,3.9375
7/10/2003,1.6678,1.21,1.62172,3.9375
8/10/2003,1.66015,1.21,1.61444,3.9375
9/10/2003,1.6631,1.22,1.61772,3.9375
10/10/2003,1.66665,1.21,1.62124,3.9375
13/10/2003,1.66575,1.21,1.6202,3.9375
14/10/2003,1.667,1.23,1.62075,3.9375
15/10/2003,1.66785,1.27,1.62212,3.9375
16/10/2003,1.68085,1.34,1.63495,3.9375
17/10/2003,1.67205,1.31,1.62685,3.9375
20/10/2003,1.6762,1.32,1.6311,3.9375
21/10/2003,1.6766,1.32,1.63115,3.9375
22/10/2003,1.68935,1.28,1.6418,4.125
23/10/2003,1.69255,1.3,1.6446,4.125
24/10/2003,1.6977,1.27,1.64889,4.125
27/10/2003,1.69635,1.31,1.6473,4.25
28/10/2003,1.69445,1.25,1.6459,4.25
29/10/2003,1.70095,1.29,1.65125,4.25
30/10/2003,1.70075,1.32,1.6517,4.25
31/10/2003,1.69695,1.31,1.64785,4.25
3/11/2003,1.681,1.33,1.63165,4.25
4/11/2003,1.6783,1.31,1.629,4.25
5/11/2003,1.6826,1.35,1.63372,4.25
6/11/2003,1.6709,1.38,1.6227,4.25
7/11/2003,1.66915,1.4,1.62172,4.375
10/11/2003,1.6723,1.39,1.62562,4.375
11/11/2003,1.66605,1.39,1.61968,4.375
12/11/2003,1.67625,1.39,1.62965,4.375
13/11/2003,1.68615,1.33,1.63862,4.375
14/11/2003,1.68565,1.31,1.63715,4.375
17/11/2003,1.6901,1.29,1.64121,4.375
18/11/2003,1.69925,1.3,1.6504,4.3125
19/11/2003,1.69935,1.32,1.65085,4.3125
20/11/2003,1.70385,1.28,1.65532,4.3125
21/11/2003,1.7046,1.29,1.6554,4.3125
24/11/2003,1.6954,1.33,1.64645,4.3125
25/11/2003,1.69715,1.32,1.6475,4.3125
26/11/2003,1.70875,1.35,1.659,4.3125
27/11/2003,1.7143,1.35,1.6648,4.3125
28/11/2003,1.71985,1.39,1.67062,4.3125
1/12/2003,1.7217,1.41,1.67285,4.4375
2/12/2003,1.72895,1.38,1.67977,4.4375
3/12/2003,1.72795,1.39,1.67927,4.4375
4/12/2003,1.7198,1.38,1.6719,4.4375
5/12/2003,1.72575,1.3,1.67667,4.4375
8/12/2003,1.73265,1.33,1.68355,4.375
9/12/2003,1.74155,1.35,1.69157,4.375
10/12/2003,1.7462,1.33,1.69677,4.375
11/12/2003,1.7421,1.27,1.69677,4.4063
12/12/2003,1.7461,1.28,1.6959,4.4063
15/12/2003,1.74655,1.3,1.69685,4.4063
16/12/2003,1.74985,1.28,1.70095,4.3125
17/12/2003,1.76185,1.26,1.71245,4.3125
18/12/2003,1.76715,1.24,1.71805,4.3125
19/12/2003,1.7629,1.25,1.7135,4.3125
22/12/2003,1.7618,1.27,1.7122,4.3125
23/12/2003,1.7661,1.31,1.71715,4.3125
24/12/2003,1.7738,1.28,1.72417,4.3125
25/12/2003,1.7738,1.28,1.72417,4.3125
26/12/2003,1.77575,1.27,1.72552,4.3125
29/12/2003,1.77105,1.31,1.72115,4.3125
30/12/2003,1.7804,1.28,1.7295,4.3125
31/12/2003,1.79015,1.26,1.7399,4.3125
1/01/2004,1.79015,1.26,1.7399,4.3125
2/01/2004,1.78865,1.31,1.73812,4.3125
5/01/2004,1.80645,1.35,1.75497,4.3125
6/01/2004,1.8219,1.3,1.7693,4.3125
7/01/2004,1.8206,1.29,1.76755,4.3125
8/01/2004,1.8289,1.29,1.77652,4.3125
9/01/2004,1.8467,1.21,1.79375,4.3125
12/01/2004,1.8504,1.21,1.79749,4.3125
13/01/2004,1.84935,1.18,1.79637,4.3125
14/01/2004,1.83825,1.19,1.785,4.3125
15/01/2004,1.82205,1.18,1.76922,4.3125
16/01/2004,1.8014,1.21,1.74935,4.3125
19/01/2004,1.7851,1.21,1.73377,4.3125
20/01/2004,1.8172,1.21,1.76429,4.3125
21/01/2004,1.8316,1.19,1.77847,4.3125
22/01/2004,1.8433,1.19,1.78954,4.3125
23/01/2004,1.8331,1.21,1.77775,4.3125
26/01/2004,1.82005,1.23,1.76504,4.3125
27/01/2004,1.82085,1.21,1.766,4.4375
28/01/2004,1.83065,1.26,1.7753,4.4375
29/01/2004,1.8132,1.29,1.75975,4.4375
30/01/2004,1.82025,1.28,1.7667,4.4375
2/02/2004,1.81905,1.29,1.7652,4.4375
3/02/2004,1.8376,1.27,1.78295,4.4375
4/02/2004,1.8286,1.27,1.77437,4.4375
5/02/2004,1.83835,1.29,1.78375,4.4375
6/02/2004,1.8474,1.26,1.79245,4.4375
9/02/2004,1.8572,1.25,1.80295,4.4375
10/02/2004,1.8644,1.27,1.80967,4.4375
11/02/2004,1.86745,1.23,1.81287,4.4375
12/02/2004,1.89145,1.24,1.8356,4.4375
13/02/2004,1.888,1.21,1.83235,4.4375
16/02/2004,1.88965,1.21,1.834,4.4375
17/02/2004,1.90165,1.21,1.8451,4.375
18/02/2004,1.90485,1.23,1.84805,4.375
19/02/2004,1.8895,1.23,1.8327,4.375
20/02/2004,1.8698,1.26,1.81335,4.375
23/02/2004,1.8673,1.22,1.81065,4.4375
24/02/2004,1.88625,1.23,1.8287,4.4375
25/02/2004,1.8826,1.23,1.8256,4.4375
26/02/2004,1.8589,1.23,1.80247,4.4375
27/02/2004,1.8558,1.21,1.79945,4.4375
1/03/2004,1.86905,1.23,1.81082,4.5
2/03/2004,1.8483,1.26,1.79095,4.5
3/03/2004,1.82395,1.26,1.7672,4.5
4/03/2004,1.8225,1.25,1.76595,4.5625
5/03/2004,1.8478,1.16,1.78967,4.5625
8/03/2004,1.8449,1.15,1.78615,4.5625
9/03/2004,1.83835,1.15,1.7805,4.5625
10/03/2004,1.8017,1.17,1.74465,4.5625
11/03/2004,1.7989,1.15,1.74252,4.5625
12/03/2004,1.79275,1.18,1.73702,4.5625
15/03/2004,1.79495,1.18,1.7393,4.5625
16/03/2004,1.8181,1.17,1.76195,4.5625
17/03/2004,1.81085,1.18,1.7534,4.5625
18/03/2004,1.8333,1.17,1.77525,4.5625
19/03/2004,1.83505,1.19,1.77631,4.5625
22/03/2004,1.84725,1.17,1.78782,4.5625
23/03/2004,1.8475,1.17,1.7873,4.5625
24/03/2004,1.8349,1.16,1.77522,4.5625
25/03/2004,1.81205,1.15,1.75379,4.5625
