Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988
End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009
Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D
Name,MICROSOFT,,Name,APPLE,,Name,INTEL,,Name,HEWLETT-PACKARD,,Name,MOTORS LIQUIDATION
Code,719643(P),,Code,992816(P),,Code,922726(P),,Code,905277(P),,Code,905171(P)
CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$
20/7/1988,0.4445,,20/7/1988,11.0625,,20/7/1988,1.0547,,20/7/1988,5.1483,,20/7/1988,31.0715
21/7/1988,0.4237,,21/7/1988,10.75,,21/7/1988,1.0312,,21/7/1988,4.9649,,21/7/1988,31.2185
22/7/1988,0.4289,,22/7/1988,10.625,,22/7/1988,1.0781,,22/7/1988,4.8548,,22/7/1988,30.8264
25/7/1988,0.4202,,25/7/1988,10.6875,,25/7/1988,1.0742,,25/7/1988,4.916,,25/7/1988,31.3655
26/7/1988,0.4028,,26/7/1988,10.6875,,26/7/1988,1.0781,,26/7/1988,4.867,,26/7/1988,31.1205
27/7/1988,0.4002,,27/7/1988,10.6875,,27/7/1988,1.0547,,27/7/1988,4.7325,,27/7/1988,31.0715
28/7/1988,0.4046,,28/7/1988,10.7188,,28/7/1988,1.0625,,28/7/1988,4.7814,,28/7/1988,31.3655
29/7/1988,0.4132,,29/7/1988,11.0938,,29/7/1988,1.0859,,29/7/1988,4.9404,,29/7/1988,31.4145
1/8/1988,0.4063,,1/8/1988,11.25,,1/8/1988,1.0937,,1/8/1988,5.0016,,1/8/1988,31.3655
2/8/1988,0.3993,,2/8/1988,11.1563,,2/8/1988,1.082,,2/8/1988,5.0016,,2/8/1988,31.0715
3/8/1988,0.3907,,3/8/1988,11.1875,,3/8/1988,1.0859,,3/8/1988,4.916,,3/8/1988,31.2675
4/8/1988,0.3855,,4/8/1988,11.1563,,4/8/1988,1.0781,,4/8/1988,4.8426,,4/8/1988,31.0715
5/8/1988,0.3716,,5/8/1988,11.0625,,5/8/1988,1.0703,,5/8/1988,4.8181,,5/8/1988,30.6304
8/8/1988,0.3698,,8/8/1988,11,,8/8/1988,1.0469,,8/8/1988,4.8181,,8/8/1988,30.5814
9/8/1988,0.3594,,9/8/1988,10.875,,9/8/1988,1.0156,,9/8/1988,4.8793,,9/8/1988,30.2873
10/8/1988,0.3507,,10/8/1988,10.4688,,10/8/1988,0.9766,,10/8/1988,4.7692,,10/8/1988,29.6992
11/8/1988,0.3594,,11/8/1988,10.8125,,11/8/1988,1.0078,,11/8/1988,4.8181,,11/8/1988,29.7482
12/8/1988,0.3611,,12/8/1988,10.625,,12/8/1988,0.9922,,12/8/1988,4.8181,,12/8/1988,29.6992
15/8/1988,0.3525,,15/8/1988,10.3125,,15/8/1988,0.9453,,15/8/1988,4.6347,,15/8/1988,29.5522
16/8/1988,0.3646,,16/8/1988,10.625,,16/8/1988,0.9844,,16/8/1988,4.488,,16/8/1988,29.4052
17/8/1988,0.3646,,17/8/1988,10.5,,17/8/1988,0.9727,,17/8/1988,4.329,,17/8/1988,29.0131
18/8/1988,0.3664,,18/8/1988,10.625,,18/8/1988,0.9609,,18/8/1988,4.4024,,18/8/1988,29.3072
19/8/1988,0.3507,,19/8/1988,10.1875,,19/8/1988,0.9453,,19/8/1988,4.4024,,19/8/1988,28.229
22/8/1988,0.3334,,22/8/1988,9.9375,,22/8/1988,0.9258,,22/8/1988,4.3534,,22/8/1988,27.8859
23/8/1988,0.3429,,23/8/1988,9.875,,23/8/1988,0.9219,,23/8/1988,4.3779,,23/8/1988,28.327
24/8/1988,0.3577,,24/8/1988,10.1875,,24/8/1988,0.9297,,24/8/1988,4.4757,,24/8/1988,28.621
25/8/1988,0.3525,,25/8/1988,10.0313,,25/8/1988,0.9023,,25/8/1988,4.4268,,25/8/1988,28.376
26/8/1988,0.3568,,26/8/1988,10.0625,,26/8/1988,0.875,,26/8/1988,4.5369,,26/8/1988,28.229
29/8/1988,0.362,,29/8/1988,10.2188,,29/8/1988,0.9141,,29/8/1988,4.6225,,29/8/1988,28.474
30/8/1988,0.3559,,30/8/1988,10.2188,,30/8/1988,0.8984,,30/8/1988,4.6836,,30/8/1988,28.572
31/8/1988,0.3473,,31/8/1988,9.9688,,31/8/1988,0.875,,31/8/1988,4.5491,,31/8/1988,28.572
1/9/1988,0.3394,,1/9/1988,9.7188,,1/9/1988,0.8359,,1/9/1988,4.488,,1/9/1988,28.18
2/9/1988,0.3577,,2/9/1988,9.9375,,2/9/1988,0.8672,,2/9/1988,4.6225,,2/9/1988,28.7681
5/9/1988,0.3577,,5/9/1988,9.9375,,5/9/1988,0.8672,,5/9/1988,4.6225,,5/9/1988,28.7681
6/9/1988,0.3611,,6/9/1988,9.7188,,6/9/1988,0.8828,,6/9/1988,4.6469,,6/9/1988,29.1111
7/9/1988,0.3594,,7/9/1988,9.5625,,7/9/1988,0.8398,,7/9/1988,4.6102,,7/9/1988,28.9151
8/9/1988,0.3611,,8/9/1988,9.6875,,8/9/1988,0.8281,,8/9/1988,4.6469,,8/9/1988,28.8661
9/9/1988,0.375,,9/9/1988,10.125,,9/9/1988,0.875,,9/9/1988,4.7814,,9/9/1988,28.7191
12/9/1988,0.3733,,12/9/1988,10.25,,12/9/1988,0.875,,12/9/1988,4.7937,,12/9/1988,29.0621
13/9/1988,0.375,,13/9/1988,10.25,,13/9/1988,0.875,,13/9/1988,4.7081,,13/9/1988,29.2581
14/9/1988,0.375,,14/9/1988,10.5,,14/9/1988,0.8984,,14/9/1988,4.7448,,14/9/1988,29.5032
15/9/1988,0.3629,,15/9/1988,10.4063,,15/9/1988,0.875,,15/9/1988,4.6958,,15/9/1988,29.3072
16/9/1988,0.3611,,16/9/1988,10.5625,,16/9/1988,0.8984,,16/9/1988,4.8059,,16/9/1988,29.5522
19/9/1988,0.3594,,19/9/1988,10.4375,,19/9/1988,0.9062,,19/9/1988,4.7325,,19/9/1988,29.1601
20/9/1988,0.3698,,20/9/1988,10.375,,20/9/1988,0.8984,,20/9/1988,4.7448,,20/9/1988,29.1111
21/9/1988,0.3733,,21/9/1988,10.6875,,21/9/1988,0.8906,,21/9/1988,4.7937,,21/9/1988,28.9641
22/9/1988,0.3785,,22/9/1988,11,,22/9/1988,0.875,,22/9/1988,4.7448,,22/9/1988,28.523
23/9/1988,0.3733,,23/9/1988,10.9375,,23/9/1988,0.8945,,23/9/1988,4.8304,,23/9/1988,28.8661
26/9/1988,0.3638,,26/9/1988,10.6875,,26/9/1988,0.8594,,26/9/1988,4.8181,,26/9/1988,29.0621
27/9/1988,0.3611,,27/9/1988,10.8438,,27/9/1988,0.8555,,27/9/1988,4.8059,,27/9/1988,28.8661
28/9/1988,0.3681,,28/9/1988,10.875,,28/9/1988,0.8516,,28/9/1988,4.7937,,28/9/1988,28.7681
29/9/1988,0.3681,,29/9/1988,11,,29/9/1988,0.8672,,29/9/1988,4.916,,29/9/1988,29.2091
30/9/1988,0.3629,,30/9/1988,10.8125,,30/9/1988,0.8594,,30/9/1988,4.8793,,30/9/1988,29.4052
3/10/1988,0.3568,,3/10/1988,10.625,,3/10/1988,0.8242,,3/10/1988,4.867,,3/10/1988,29.4542
4/10/1988,0.3551,,4/10/1988,10.375,,4/10/1988,0.7969,,4/10/1988,4.8181,,4/10/1988,29.4052
5/10/1988,0.349,,5/10/1988,10.2188,,5/10/1988,0.7812,,5/10/1988,4.7692,,5/10/1988,29.2091
6/10/1988,0.3473,,6/10/1988,9.9375,,6/10/1988,0.832,,6/10/1988,4.8181,,6/10/1988,29.0621
7/10/1988,0.3455,,7/10/1988,9.9375,,7/10/1988,0.7773,,7/10/1988,4.8793,,7/10/1988,29.6502
10/10/1988,0.342,,10/10/1988,9.625,,10/10/1988,0.7734,,10/10/1988,4.8915,,10/10/1988,29.6502
11/10/1988,0.3455,,11/10/1988,9.75,,11/10/1988,0.7891,,11/10/1988,4.9404,,11/10/1988,29.5032
12/10/1988,0.3516,,12/10/1988,9.6875,,12/10/1988,0.7734,,12/10/1988,4.8181,,12/10/1988,28.9641
13/10/1988,0.3577,,13/10/1988,9.75,,13/10/1988,0.7891,,13/10/1988,4.8181,,13/10/1988,29.2091
14/10/1988,0.3559,,14/10/1988,9.6875,,14/10/1988,0.8047,,14/10/1988,4.8304,,14/10/1988,29.2581
17/10/1988,0.3611,,17/10/1988,9.625,,17/10/1988,0.8047,,17/10/1988,4.9037,,17/10/1988,29.4052
18/10/1988,0.3646,,18/10/1988,9.8438,,18/10/1988,0.8359,,18/10/1988,5.0016,,18/10/1988,30.1403
19/10/1988,0.3698,,19/10/1988,10,,19/10/1988,0.8242,,19/10/1988,4.7937,,19/10/1988,29.7482
20/10/1988,0.3716,,20/10/1988,10.375,,20/10/1988,0.8594,,20/10/1988,5.0627,,20/10/1988,30.1403
21/10/1988,0.3681,,21/10/1988,10.25,,21/10/1988,0.8672,,21/10/1988,5.0627,,21/10/1988,30.1893
24/10/1988,0.3611,,24/10/1988,10,,24/10/1988,0.8437,,24/10/1988,5.0138,,24/10/1988,30.0913
25/10/1988,0.3507,,25/10/1988,9.9688,,25/10/1988,0.8359,,25/10/1988,4.9526,,25/10/1988,30.4344
26/10/1988,0.3455,,26/10/1988,9.8125,,26/10/1988,0.8125,,26/10/1988,4.9037,,26/10/1988,30.4344
27/10/1988,0.3438,,27/10/1988,9.75,,27/10/1988,0.7812,,27/10/1988,4.8793,,27/10/1988,31.5616
28/10/1988,0.3438,,28/10/1988,9.625,,28/10/1988,0.7773,,28/10/1988,4.8304,,28/10/1988,32.8848
31/10/1988,0.3403,,31/10/1988,9.6563,,31/10/1988,0.7734,,31/10/1988,4.9404,,31/10/1988,32.6888
1/11/1988,0.3386,,1/11/1988,9.5,,1/11/1988,0.7695,,1/11/1988,4.867,,1/11/1988,32.9338
2/11/1988,0.3282,,2/11/1988,9.3125,,2/11/1988,0.7734,,2/11/1988,4.867,,2/11/1988,33.2769
3/11/1988,0.3282,,3/11/1988,9.2813,,3/11/1988,0.7812,,3/11/1988,4.7448,,3/11/1988,33.1788
4/11/1988,0.3229,,4/11/1988,9.4375,,4/11/1988,0.7734,,4/11/1988,4.7081,,4/11/1988,32.6888
7/11/1988,0.3247,,7/11/1988,9.375,,7/11/1988,0.7656,,7/11/1988,4.6836,,7/11/1988,32.3457
8/11/1988,0.3377,,8/11/1988,9.625,,8/11/1988,0.7773,,8/11/1988,4.7814,,8/11/1988,32.5417
9/11/1988,0.3455,,9/11/1988,9.8125,,9/11/1988,0.7891,,9/11/1988,4.6714,,9/11/1988,32.5417
10/11/1988,0.3403,,10/11/1988,9.875,,10/11/1988,0.7734,,10/11/1988,4.6958,,10/11/1988,32.1006
11/11/1988,0.3308,,11/11/1988,9.625,,11/11/1988,0.75,,11/11/1988,4.5491,,11/11/1988,31.7086
14/11/1988,0.3368,,14/11/1988,9.7188,,14/11/1988,0.7422,,14/11/1988,4.6469,,14/11/1988,31.5125
15/11/1988,0.3264,,15/11/1988,9.75,,15/11/1988,0.6875,,15/11/1988,4.6347,,15/11/1988,31.8066
16/11/1988,0.3212,,16/11/1988,9.5,,16/11/1988,0.7109,,16/11/1988,4.488,,16/11/1988,31.0715
17/11/1988,0.3195,,17/11/1988,9.5625,,17/11/1988,0.7266,,17/11/1988,4.5736,,17/11/1988,31.3655
18/11/1988,0.3238,,18/11/1988,9.5,,18/11/1988,0.7227,,18/11/1988,4.7081,,18/11/1988,31.4145
21/11/1988,0.3195,,21/11/1988,9.1563,,21/11/1988,0.6172,,21/11/1988,4.6225,,21/11/1988,31.6106
22/11/1988,0.3195,,22/11/1988,9.0313,,22/11/1988,0.6289,,22/11/1988,4.598,,22/11/1988,31.9046
23/11/1988,0.3256,,23/11/1988,9.2188,,23/11/1988,0.6484,,23/11/1988,4.6469,,23/11/1988,32.2477
24/11/1988,0.3256,,24/11/1988,9.2188,,24/11/1988,0.6484,,24/11/1988,4.6469,,24/11/1988,32.2477
25/11/1988,0.3221,,25/11/1988,9.125,,25/11/1988,0.6328,,25/11/1988,4.5858,,25/11/1988,32.1987
28/11/1988,0.3264,,28/11/1988,9.125,,28/11/1988,0.6328,,28/11/1988,4.6836,,28/11/1988,32.2477
29/11/1988,0.3299,,29/11/1988,9.1875,,29/11/1988,0.6367,,29/11/1988,4.7814,,29/11/1988,32.8848
30/11/1988,0.3282,,30/11/1988,9.4063,,30/11/1988,0.6328,,30/11/1988,4.7325,,30/11/1988,33.0318
1/12/1988,0.3403,,1/12/1988,9.6875,,1/12/1988,0.6484,,1/12/1988,4.7937,,1/12/1988,33.1298
2/12/1988,0.3455,,2/12/1988,9.8125,,2/12/1988,0.6641,,2/12/1988,4.916,,2/12/1988,32.7868
5/12/1988,0.3438,,5/12/1988,9.875,,5/12/1988,0.6719,,5/12/1988,5.0382,,5/12/1988,33.6199
6/12/1988,0.3455,,6/12/1988,9.875,,6/12/1988,0.6797,,6/12/1988,5.026,,6/12/1988,34.208
7/12/1988,0.342,,7/12/1988,9.8438,,7/12/1988,0.6641,,7/12/1988,5.0382,,7/12/1988,33.865
8/12/1988,0.3403,,8/12/1988,9.7813,,8/12/1988,0.6758,,8/12/1988,4.8548,,8/12/1988,33.7179
9/12/1988,0.3403,,9/12/1988,9.7813,,9/12/1988,0.6875,,9/12/1988,4.8548,,9/12/1988,33.914
12/12/1988,0.329,,12/12/1988,9.625,,12/12/1988,0.6719,,12/12/1988,4.8915,,12/12/1988,33.914
13/12/1988,0.3316,,13/12/1988,9.6875,,13/12/1988,0.6641,,13/12/1988,4.9893,,13/12/1988,33.865
14/12/1988,0.336,,14/12/1988,9.9375,,14/12/1988,0.668,,14/12/1988,4.9893,,14/12/1988,33.7179
15/12/1988,0.3403,,15/12/1988,9.875,,15/12/1988,0.6992,,15/12/1988,4.9771,,15/12/1988,33.5709
16/12/1988,0.3455,,16/12/1988,10.0313,,16/12/1988,0.7109,,16/12/1988,4.9771,,16/12/1988,33.6199
19/12/1988,0.3525,,19/12/1988,10.1875,,19/12/1988,0.7266,,19/12/1988,5.0382,,19/12/1988,34.4041
20/12/1988,0.3559,,20/12/1988,10.25,,20/12/1988,0.7266,,20/12/1988,5.185,,20/12/1988,34.11
21/12/1988,0.3629,,21/12/1988,10.4375,,21/12/1988,0.7109,,21/12/1988,5.2584,,21/12/1988,33.7669
22/12/1988,0.3611,,22/12/1988,10.25,,22/12/1988,0.6953,,22/12/1988,5.1972,,22/12/1988,33.6199
23/12/1988,0.3611,,23/12/1988,10.2813,,23/12/1988,0.7109,,23/12/1988,5.2094,,23/12/1988,33.3749
26/12/1988,0.3611,,26/12/1988,10.2813,,26/12/1988,0.7109,,26/12/1988,5.2094,,26/12/1988,33.3749
27/12/1988,0.3594,,27/12/1988,10.125,,27/12/1988,0.7187,,27/12/1988,5.1605,,27/12/1988,33.4729
28/12/1988,0.3629,,28/12/1988,10.0625,,28/12/1988,0.7109,,28/12/1988,5.1972,,28/12/1988,33.4239
29/12/1988,0.3698,,29/12/1988,10.125,,29/12/1988,0.7422,,29/12/1988,5.2217,,29/12/1988,33.4239
30/12/1988,0.3698,,30/12/1988,10.0625,,30/12/1988,0.7422,,30/12/1988,5.2094,,30/12/1988,32.7378
2/1/1989,0.3698,,2/1/1989,10.0625,,2/1/1989,0.7422,,2/1/1989,5.2094,,2/1/1989,32.7378
3/1/1989,0.3724,,3/1/1989,10.0938,,3/1/1989,0.7422,,3/1/1989,5.1116,,3/1/1989,32.2477
4/1/1989,0.3768,,4/1/1989,10.5,,4/1/1989,0.7617,,4/1/1989,5.2706,,4/1/1989,32.8848
5/1/1989,0.3707,,5/1/1989,10.5625,,5/1/1989,0.7656,,5/1/1989,5.2217,,5/1/1989,32.9828
6/1/1989,0.3681,,6/1/1989,10.6563,,6/1/1989,0.7578,,6/1/1989,5.1605,,6/1/1989,33.6199
9/1/1989,0.3664,,9/1/1989,10.75,,9/1/1989,0.7422,,9/1/1989,5.1483,,9/1/1989,33.7669
10/1/1989,0.3611,,10/1/1989,10.6563,,10/1/1989,0.7461,,10/1/1989,5.1483,,10/1/1989,33.5709
11/1/1989,0.3646,,11/1/1989,10.5313,,11/1/1989,0.75,,11/1/1989,5.1483,,11/1/1989,33.865
12/1/1989,0.3646,,12/1/1989,10.6875,,12/1/1989,0.7656,,12/1/1989,5.1605,,12/1/1989,34.3551
13/1/1989,0.3681,,13/1/1989,10.8125,,13/1/1989,0.75,,13/1/1989,5.0994,,13/1/1989,34.5021
16/1/1989,0.369,,16/1/1989,10.9375,,16/1/1989,0.75,,16/1/1989,5.1361,,16/1/1989,34.4531
17/1/1989,0.3577,,17/1/1989,10.9375,,17/1/1989,0.7266,,17/1/1989,5.0994,,17/1/1989,34.257
18/1/1989,0.3577,,18/1/1989,9.9375,,18/1/1989,0.75,,18/1/1989,5.1972,,18/1/1989,34.6491
19/1/1989,0.3716,,19/1/1989,10.125,,19/1/1989,0.7578,,19/1/1989,5.344,,19/1/1989,34.6981
20/1/1989,0.3759,,20/1/1989,10.25,,20/1/1989,0.75,,20/1/1989,5.3684,,20/1/1989,34.6491
23/1/1989,0.3681,,23/1/1989,10.25,,23/1/1989,0.7344,,23/1/1989,5.3562,,23/1/1989,34.6491
24/1/1989,0.3664,,24/1/1989,10.4063,,24/1/1989,0.7266,,24/1/1989,5.5029,,24/1/1989,35.0902
25/1/1989,0.3681,,25/1/1989,10.375,,25/1/1989,0.7734,,25/1/1989,5.454,,25/1/1989,35.2372
26/1/1989,0.3768,,26/1/1989,10.4375,,26/1/1989,0.8047,,26/1/1989,5.5763,,26/1/1989,35.0902
27/1/1989,0.3846,,27/1/1989,10.4375,,27/1/1989,0.7969,,27/1/1989,5.5274,,27/1/1989,35.7763
30/1/1989,0.4063,,30/1/1989,9.3438,,30/1/1989,0.8047,,30/1/1989,5.6008,,30/1/1989,35.5313
31/1/1989,0.4141,,31/1/1989,9.4375,,31/1/1989,0.8125,,31/1/1989,5.6497,,31/1/1989,35.8253
1/2/1989,0.4115,,1/2/1989,9.8125,,1/2/1989,0.8359,,1/2/1989,5.6375,,1/2/1989,35.7273
2/2/1989,0.4228,,2/2/1989,9.9375,,2/2/1989,0.8359,,2/2/1989,5.613,,2/2/1989,35.4332
3/2/1989,0.4237,,3/2/1989,9.8125,,3/2/1989,0.8516,,3/2/1989,5.6864,,3/2/1989,34.9922
6/2/1989,0.4202,,6/2/1989,9.625,,6/2/1989,0.8437,,6/2/1989,5.6375,,6/2/1989,35.0902
7/2/1989,0.4315,,7/2/1989,9.75,,7/2/1989,0.8672,,7/2/1989,5.8698,,7/2/1989,36.8055
8/2/1989,0.4341,,8/2/1989,9.5625,,8/2/1989,0.8203,,8/2/1989,6.0165,,8/2/1989,36.6095
9/2/1989,0.4428,,9/2/1989,9.5625,,9/2/1989,0.8125,,9/2/1989,5.772,,9/2/1989,36.4134
10/2/1989,0.4297,,10/2/1989,9.3125,,10/2/1989,0.7734,,10/2/1989,5.6252,,10/2/1989,35.4332
13/2/1989,0.4254,,13/2/1989,9.25,,13/2/1989,0.793,,13/2/1989,5.6864,,13/2/1989,35.9723
14/2/1989,0.4184,,14/2/1989,9.25,,14/2/1989,0.8203,,14/2/1989,5.6008,,14/2/1989,34.7471
15/2/1989,0.4323,,15/2/1989,9.0625,,15/2/1989,0.8203,,15/2/1989,5.6864,,15/2/1989,35.0412
16/2/1989,0.4358,,16/2/1989,9.0938,,16/2/1989,0.8203,,16/2/1989,5.7597,,16/2/1989,34.8451
17/2/1989,0.4341,,17/2/1989,9.1875,,17/2/1989,0.8359,,17/2/1989,5.8698,,17/2/1989,34.7471
20/2/1989,0.4341,,20/2/1989,9.1875,,20/2/1989,0.8359,,20/2/1989,5.8698,,20/2/1989,34.7471
21/2/1989,0.4289,,21/2/1989,9.375,,21/2/1989,0.8125,,21/2/1989,5.772,,21/2/1989,34.8941
22/2/1989,0.4167,,22/2/1989,9.1875,,22/2/1989,0.7891,,22/2/1989,5.5152,,22/2/1989,34.012
23/2/1989,0.4193,,23/2/1989,9.1875,,23/2/1989,0.8008,,23/2/1989,5.4663,,23/2/1989,34.012
24/2/1989,0.408,,24/2/1989,9,,24/2/1989,0.7812,,24/2/1989,5.3073,,24/2/1989,33.0318
27/2/1989,0.415,,27/2/1989,9.125,,27/2/1989,0.7969,,27/2/1989,5.3807,,27/2/1989,33.3749
28/2/1989,0.4132,,28/2/1989,9.0625,,28/2/1989,0.8047,,28/2/1989,5.4051,,28/2/1989,33.4729
1/3/1989,0.4115,,1/3/1989,9,,1/3/1989,0.8086,,1/3/1989,5.3562,,1/3/1989,33.1298
2/3/1989,0.4219,,2/3/1989,8.75,,2/3/1989,0.8281,,2/3/1989,5.3684,,2/3/1989,33.2769
3/3/1989,0.4289,,3/3/1989,8.6875,,3/3/1989,0.8203,,3/3/1989,5.4785,,3/3/1989,33.4729
6/3/1989,0.4306,,6/3/1989,8.875,,6/3/1989,0.8437,,6/3/1989,5.4418,,6/3/1989,33.865
7/3/1989,0.3716,,7/3/1989,8.9375,,7/3/1989,0.8437,,7/3/1989,5.4663,,7/3/1989,33.5219
8/3/1989,0.3646,,8/3/1989,8.8125,,8/3/1989,0.8281,,8/3/1989,5.4296,,8/3/1989,33.4239
9/3/1989,0.3594,,9/3/1989,8.625,,9/3/1989,0.8437,,9/3/1989,5.2461,,9/3/1989,33.5219
10/3/1989,0.3594,,10/3/1989,8.75,,10/3/1989,0.8242,,10/3/1989,5.2706,,10/3/1989,33.2278
13/3/1989,0.3664,,13/3/1989,8.75,,13/3/1989,0.8359,,13/3/1989,5.4051,,13/3/1989,33.4729
14/3/1989,0.3664,,14/3/1989,8.8125,,14/3/1989,0.8047,,14/3/1989,5.344,,14/3/1989,33.2278
15/3/1989,0.349,,15/3/1989,8.75,,15/3/1989,0.7812,,15/3/1989,5.3073,,15/3/1989,33.0808
16/3/1989,0.3559,,16/3/1989,8.8125,,16/3/1989,0.8047,,16/3/1989,5.4663,,16/3/1989,33.1298
17/3/1989,0.3229,,17/3/1989,8.7188,,17/3/1989,0.7656,,17/3/1989,5.2706,,17/3/1989,32.7868
20/3/1989,0.3229,,20/3/1989,8.7188,,20/3/1989,0.7383,,20/3/1989,5.2094,,20/3/1989,32.5417
21/3/1989,0.3464,,21/3/1989,8.7188,,21/3/1989,0.7578,,21/3/1989,5.2584,,21/3/1989,32.5417
22/3/1989,0.3403,,22/3/1989,8.4375,,22/3/1989,0.7305,,22/3/1989,5.0872,,22/3/1989,32.5417
23/3/1989,0.349,,23/3/1989,8.5938,,23/3/1989,0.7539,,23/3/1989,5.0505,,23/3/1989,32.4927
24/3/1989,0.349,,24/3/1989,8.5938,,24/3/1989,0.7539,,24/3/1989,5.0505,,24/3/1989,32.4927
27/3/1989,0.3455,,27/3/1989,8.4375,,27/3/1989,0.7578,,27/3/1989,5.0382,,27/3/1989,32.5907
28/3/1989,0.3455,,28/3/1989,8.5,,28/3/1989,0.7656,,28/3/1989,5.0138,,28/3/1989,32.7378
29/3/1989,0.3438,,29/3/1989,8.5625,,29/3/1989,0.7656,,29/3/1989,4.9649,,29/3/1989,32.6397
30/3/1989,0.3464,,30/3/1989,8.6875,,30/3/1989,0.7891,,30/3/1989,4.9282,,30/3/1989,32.1497
31/3/1989,0.3464,,31/3/1989,8.9063,,31/3/1989,0.8203,,31/3/1989,5.026,,31/3/1989,32.5417
3/4/1989,0.349,,3/4/1989,8.75,,3/4/1989,0.8086,,3/4/1989,5.0016,,3/4/1989,32.4437
4/4/1989,0.3473,,4/4/1989,8.625,,4/4/1989,0.793,,4/4/1989,5.0382,,4/4/1989,31.9536
5/4/1989,0.3499,,5/4/1989,8.75,,5/4/1989,0.793,,5/4/1989,5.1238,,5/4/1989,31.2675
6/4/1989,0.3559,,6/4/1989,9,,6/4/1989,0.7969,,6/4/1989,5.0627,,6/4/1989,30.9734
7/4/1989,0.3559,,7/4/1989,9.3438,,7/4/1989,0.8281,,7/4/1989,5.2094,,7/4/1989,31.5616
10/4/1989,0.3568,,10/4/1989,9.25,,10/4/1989,0.832,,10/4/1989,5.2339,,10/4/1989,31.5616
11/4/1989,0.3568,,11/4/1989,9.4375,,11/4/1989,0.8672,,11/4/1989,5.3073,,11/4/1989,31.5616
12/4/1989,0.3342,,12/4/1989,9.625,,12/4/1989,0.9062,,12/4/1989,5.2339,,12/4/1989,31.3655
13/4/1989,0.3386,,13/4/1989,9.625,,13/4/1989,0.8906,,13/4/1989,5.2339,,13/4/1989,31.3655
14/4/1989,0.3525,,14/4/1989,9.6875,,14/4/1989,0.9219,,14/4/1989,5.4418,,14/4/1989,32.0517
17/4/1989,0.3577,,17/4/1989,9.8125,,17/4/1989,0.9102,,17/4/1989,5.4173,,17/4/1989,32.1497
18/4/1989,0.3698,,18/4/1989,10.0313,,18/4/1989,0.918,,18/4/1989,5.5519,,18/4/1989,33.0318
19/4/1989,0.3811,,19/4/1989,10.2188,,19/4/1989,0.9219,,19/4/1989,5.5641,,19/4/1989,33.1298
20/4/1989,0.3889,,20/4/1989,10.1875,,20/4/1989,0.9062,,20/4/1989,5.5274,,20/4/1989,33.3259
21/4/1989,0.3837,,21/4/1989,10.0313,,21/4/1989,0.9062,,21/4/1989,5.613,,21/4/1989,33.6199
24/4/1989,0.3829,,24/4/1989,10.0313,,24/4/1989,0.8984,,24/4/1989,5.5763,,24/4/1989,33.6199
25/4/1989,0.3802,,25/4/1989,10,,25/4/1989,0.8906,,25/4/1989,5.4663,,25/4/1989,32.5417
26/4/1989,0.375,,26/4/1989,9.9375,,26/4/1989,0.8828,,26/4/1989,5.4785,,26/4/1989,32.7378
27/4/1989,0.3802,,27/4/1989,9.8438,,27/4/1989,0.9062,,27/4/1989,5.4663,,27/4/1989,32.8358
28/4/1989,0.3881,,28/4/1989,9.75,,28/4/1989,0.9062,,28/4/1989,5.5519,,28/4/1989,32.5417
1/5/1989,0.3794,,1/5/1989,9.75,,1/5/1989,0.9062,,1/5/1989,5.5152,,1/5/1989,32.3457
2/5/1989,0.375,,2/5/1989,9.9688,,2/5/1989,0.9141,,2/5/1989,5.4051,,2/5/1989,32.2477
3/5/1989,0.375,,3/5/1989,10.0625,,3/5/1989,0.9219,,3/5/1989,5.4663,,3/5/1989,32.1497
4/5/1989,0.3646,,4/5/1989,10.25,,4/5/1989,0.9219,,4/5/1989,5.454,,4/5/1989,31.9536
5/5/1989,0.3611,,5/5/1989,10.375,,5/5/1989,0.9141,,5/5/1989,5.3807,,5/5/1989,31.0715
8/5/1989,0.3577,,8/5/1989,10.5625,,8/5/1989,0.9141,,8/5/1989,5.2584,,8/5/1989,31.2675
9/5/1989,0.3681,,9/5/1989,10.625,,9/5/1989,0.9141,,9/5/1989,5.2828,,9/5/1989,31.2675
10/5/1989,0.375,,10/5/1989,10.8125,,10/5/1989,0.9141,,10/5/1989,5.3684,,10/5/1989,30.9734
11/5/1989,0.375,,11/5/1989,10.9688,,11/5/1989,0.9219,,11/5/1989,5.344,,11/5/1989,30.9734
12/5/1989,0.3768,,12/5/1989,11.1875,,12/5/1989,0.9531,,12/5/1989,5.5885,,12/5/1989,31.2675
15/5/1989,0.3802,,15/5/1989,11.5,,15/5/1989,0.9687,,15/5/1989,5.2217,,15/5/1989,31.9536
16/5/1989,0.3907,,16/5/1989,11.3438,,16/5/1989,0.9609,,16/5/1989,5.2094,,16/5/1989,32.1497
17/5/1989,0.3985,,17/5/1989,11.3125,,17/5/1989,0.9844,,17/5/1989,5.2828,,17/5/1989,32.5417
