Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988
End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009
Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D
Name,MICROSOFT,,Name,APPLE,,Name,INTEL,,Name,HEWLETT-PACKARD,,Name,MOTORS LIQUIDATION
Code,719643(P),,Code,992816(P),,Code,922726(P),,Code,905277(P),,Code,905171(P)
CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$
19/10/2006,28.29,,19/10/2006,78.99,,19/10/2006,21.03,,19/10/2006,39.56,,19/10/2006,33.04
20/10/2006,28.43,,20/10/2006,79.95,,20/10/2006,21.33,,20/10/2006,39.38,,20/10/2006,33.34
23/10/2006,28.45,,23/10/2006,81.46,,23/10/2006,21.45,,23/10/2006,39.87,,23/10/2006,35.19
24/10/2006,28.28,,24/10/2006,81.05,,24/10/2006,21.62,,24/10/2006,39.44,,24/10/2006,36.19
25/10/2006,28.31,,25/10/2006,81.68,,25/10/2006,21.72,,25/10/2006,39.17,,25/10/2006,34.71
26/10/2006,28.35,,26/10/2006,82.19,,26/10/2006,21.77,,26/10/2006,39.17,,26/10/2006,34.36
27/10/2006,28.34,,27/10/2006,80.41,,27/10/2006,21.1,,27/10/2006,38.46,,27/10/2006,33.93
30/10/2006,28.53,,30/10/2006,80.42,,30/10/2006,21.26,,30/10/2006,38.92,,30/10/2006,34.53
31/10/2006,28.71,,31/10/2006,81.08,,31/10/2006,21.34,,31/10/2006,38.74,,31/10/2006,34.92
1/11/2006,28.81,,1/11/2006,79.16,,1/11/2006,21.02,,1/11/2006,38.55,,1/11/2006,34.65
2/11/2006,28.77,,2/11/2006,78.98,,2/11/2006,20.68,,2/11/2006,38.59,,2/11/2006,34.66
3/11/2006,28.73,,3/11/2006,78.29,,3/11/2006,20.51,,3/11/2006,38.22,,3/11/2006,34.23
6/11/2006,28.84,,6/11/2006,79.71,,6/11/2006,20.8175,,6/11/2006,38.73,,6/11/2006,34.7
7/11/2006,28.95,,7/11/2006,80.51,,7/11/2006,20.8,,7/11/2006,38.7,,7/11/2006,34.62
8/11/2006,28.98,,8/11/2006,82.45,,8/11/2006,20.71,,8/11/2006,38.88,,8/11/2006,34.7
9/11/2006,29.26,,9/11/2006,83.34,,9/11/2006,20.42,,9/11/2006,39.56,,9/11/2006,34.54
10/11/2006,29.24,,10/11/2006,83.12,,10/11/2006,20.58,,10/11/2006,39.99,,10/11/2006,34.67
13/11/2006,29.35,,13/11/2006,84.35,,13/11/2006,21,,13/11/2006,40.22,,13/11/2006,35.09
14/11/2006,29.2285,,14/11/2006,85,,14/11/2006,21.88,,14/11/2006,40.67,,14/11/2006,35.51
15/11/2006,29.12,,15/11/2006,84.05,,15/11/2006,22.323,,15/11/2006,39.79,,15/11/2006,35.35
16/11/2006,29.47,,16/11/2006,85.61,,16/11/2006,22.33,,16/11/2006,40.13,,16/11/2006,35.53
17/11/2006,29.4,,17/11/2006,85.85,,17/11/2006,22.1,,17/11/2006,39.77,,17/11/2006,35.37
20/11/2006,29.89,,20/11/2006,86.47,,20/11/2006,22.27,,20/11/2006,39.71,,20/11/2006,34.18
21/11/2006,29.92,,21/11/2006,88.6,,21/11/2006,21.57,,21/11/2006,39.99,,21/11/2006,32.61
22/11/2006,29.92,,22/11/2006,90.31,,22/11/2006,21.73,,22/11/2006,39.72,,22/11/2006,31.09
23/11/2006,29.92,,23/11/2006,90.31,,23/11/2006,21.73,,23/11/2006,39.72,,23/11/2006,31.09
24/11/2006,29.76,,24/11/2006,91.63,,24/11/2006,21.59,,24/11/2006,39.56,,24/11/2006,31.23
27/11/2006,29.48,,27/11/2006,89.54,,27/11/2006,21.02,,27/11/2006,38.64,,27/11/2006,30.36
28/11/2006,29.39,,28/11/2006,91.81,,28/11/2006,20.98,,28/11/2006,38.87,,28/11/2006,29.97
29/11/2006,29.57,,29/11/2006,91.8,,29/11/2006,21.24,,29/11/2006,39.39,,29/11/2006,29.5
30/11/2006,29.36,,30/11/2006,91.66,,30/11/2006,21.395,,30/11/2006,39.46,,30/11/2006,29.23
1/12/2006,29.12,,1/12/2006,91.32,,1/12/2006,20.93,,1/12/2006,39.44,,1/12/2006,29.69
4/12/2006,29.33,,4/12/2006,91.12,,4/12/2006,21.22,,4/12/2006,39.86,,4/12/2006,29.81
5/12/2006,29.13,,5/12/2006,91.27,,5/12/2006,21.12,,5/12/2006,39.91,,5/12/2006,30.14
6/12/2006,28.99,,6/12/2006,89.83,,6/12/2006,20.9,,6/12/2006,40.14,,6/12/2006,29.37
7/12/2006,28.85,,7/12/2006,87.04,,7/12/2006,20.65,,7/12/2006,39.86,,7/12/2006,29.05
8/12/2006,29.4,,8/12/2006,88.26,,8/12/2006,20.68,,8/12/2006,39.64,,8/12/2006,29.58
11/12/2006,29.54,,11/12/2006,88.75,,11/12/2006,20.7,,11/12/2006,40.01,,11/12/2006,29.98
12/12/2006,29.43,,12/12/2006,86.14,,12/12/2006,20.73,,12/12/2006,39.83,,12/12/2006,29.86
13/12/2006,29.55,,13/12/2006,89.05,,13/12/2006,20.7,,13/12/2006,39.67,,13/12/2006,29.45
14/12/2006,30.07,,14/12/2006,88.55,,14/12/2006,20.77,,14/12/2006,39.91,,14/12/2006,29.77
15/12/2006,30.19,,15/12/2006,87.72,,15/12/2006,20.96,,15/12/2006,39.94,,15/12/2006,29.26
18/12/2006,29.89,,18/12/2006,85.47,,18/12/2006,20.84,,18/12/2006,40.03,,18/12/2006,29.3
19/12/2006,29.99,,19/12/2006,86.31,,19/12/2006,20.66,,19/12/2006,40.43,,19/12/2006,29.28
20/12/2006,30.09,,20/12/2006,84.76,,20/12/2006,20.6,,20/12/2006,41.34,,20/12/2006,29.58
21/12/2006,29.98,,21/12/2006,82.9,,21/12/2006,20.37,,21/12/2006,40.8,,21/12/2006,29.55
22/12/2006,29.64,,22/12/2006,82.2,,22/12/2006,20.08,,22/12/2006,40.63,,22/12/2006,29.42
25/12/2006,29.64,,25/12/2006,82.2,,25/12/2006,20.08,,25/12/2006,40.63,,25/12/2006,29.42
26/12/2006,29.99,,26/12/2006,81.51,,26/12/2006,20.15,,26/12/2006,40.93,,26/12/2006,29.77
27/12/2006,30.02,,27/12/2006,81.52,,27/12/2006,20.4,,27/12/2006,41.6,,27/12/2006,30.59
28/12/2006,29.98,,28/12/2006,80.87,,28/12/2006,20.42,,28/12/2006,41.36,,28/12/2006,30.62
29/12/2006,29.86,,29/12/2006,84.84,,29/12/2006,20.25,,29/12/2006,41.19,,29/12/2006,30.72
1/1/2007,29.86,,1/1/2007,84.84,,1/1/2007,20.25,,1/1/2007,41.19,,1/1/2007,30.72
2/1/2007,29.86,,2/1/2007,84.84,,2/1/2007,20.25,,2/1/2007,41.19,,2/1/2007,30.72
3/1/2007,29.86,,3/1/2007,83.8,,3/1/2007,20.35,,3/1/2007,41.62,,3/1/2007,29.45
4/1/2007,29.81,,4/1/2007,85.66,,4/1/2007,21.17,,4/1/2007,41.68,,4/1/2007,29.64
5/1/2007,29.64,,5/1/2007,85.05,,5/1/2007,21.1,,5/1/2007,42.2,,5/1/2007,30.24
8/1/2007,29.93,,8/1/2007,85.47,,8/1/2007,21.01,,8/1/2007,41.97,,8/1/2007,30.58
9/1/2007,29.96,,9/1/2007,92.57,,9/1/2007,21.03,,9/1/2007,42.2,,9/1/2007,30.77
10/1/2007,29.66,,10/1/2007,97,,10/1/2007,21.52,,10/1/2007,42.2,,10/1/2007,30.61
11/1/2007,30.7,,11/1/2007,95.8,,11/1/2007,21.92,,11/1/2007,42.64,,11/1/2007,30.86
12/1/2007,31.21,,12/1/2007,94.62,,12/1/2007,22.13,,12/1/2007,43.53,,12/1/2007,30.75
15/1/2007,31.21,,15/1/2007,94.62,,15/1/2007,22.13,,15/1/2007,43.53,,15/1/2007,30.75
16/1/2007,31.16,,16/1/2007,97.1,,16/1/2007,22.3,,16/1/2007,43.2,,16/1/2007,30.85
17/1/2007,31.1,,17/1/2007,94.95,,17/1/2007,21.04,,17/1/2007,42.49,,17/1/2007,30.87
18/1/2007,31,,18/1/2007,89.07,,18/1/2007,20.65,,18/1/2007,42.34,,18/1/2007,30.8
19/1/2007,31.11,,19/1/2007,88.5,,19/1/2007,20.82,,19/1/2007,42,,19/1/2007,31.55
22/1/2007,30.72,,22/1/2007,86.79,,22/1/2007,20.79,,22/1/2007,42.02,,22/1/2007,32.35
23/1/2007,30.74,,23/1/2007,85.7,,23/1/2007,20.55,,23/1/2007,42.31,,23/1/2007,31.9
24/1/2007,31.09,,24/1/2007,86.7,,24/1/2007,20.84,,24/1/2007,42.39,,24/1/2007,32.74
25/1/2007,30.45,,25/1/2007,86.25,,25/1/2007,20.6,,25/1/2007,41.71,,25/1/2007,33.14
26/1/2007,30.6,,26/1/2007,85.38,,26/1/2007,20.53,,26/1/2007,41.69,,26/1/2007,32.93
29/1/2007,30.53,,29/1/2007,85.94,,29/1/2007,20.89,,29/1/2007,42.42,,29/1/2007,32.67
30/1/2007,30.48,,30/1/2007,85.55,,30/1/2007,20.93,,30/1/2007,43.11,,30/1/2007,32.62
31/1/2007,30.86,,31/1/2007,85.73,,31/1/2007,20.96,,31/1/2007,43.28,,31/1/2007,32.84
1/2/2007,30.56,,1/2/2007,84.74,,1/2/2007,21.11,,1/2/2007,42.36,,1/2/2007,33.03
2/2/2007,30.19,,2/2/2007,84.75,,2/2/2007,21.23,,2/2/2007,42.07,,2/2/2007,32.99
5/2/2007,29.61,,5/2/2007,83.94,,5/2/2007,21.28,,5/2/2007,42.81,,5/2/2007,32.71
6/2/2007,29.51,,6/2/2007,84.15,,6/2/2007,21.31,,6/2/2007,42.01,,6/2/2007,33.43
7/2/2007,29.37,,7/2/2007,86.15,,7/2/2007,21.51,,7/2/2007,42.3,,7/2/2007,33.7
8/2/2007,29.26,,8/2/2007,86.18,,8/2/2007,21.36,,8/2/2007,42.47,,8/2/2007,33.8
9/2/2007,28.98,,9/2/2007,83.27,,9/2/2007,21.03,,9/2/2007,42.23,,9/2/2007,36.01
12/2/2007,28.94,,12/2/2007,84.88,,12/2/2007,20.8,,12/2/2007,42.1,,12/2/2007,35.71
13/2/2007,29.03,,13/2/2007,84.63,,13/2/2007,20.9,,13/2/2007,42.59,,13/2/2007,36.59
14/2/2007,29.4,,14/2/2007,85.3,,14/2/2007,21.14,,14/2/2007,42.83,,14/2/2007,36.5
15/2/2007,29.46,,15/2/2007,85.21,,15/2/2007,21.31,,15/2/2007,42.68,,15/2/2007,36.44
16/2/2007,28.74,,16/2/2007,84.83,,16/2/2007,21.23,,16/2/2007,42.77,,16/2/2007,36.34
19/2/2007,28.74,,19/2/2007,84.83,,19/2/2007,21.23,,19/2/2007,42.77,,19/2/2007,36.34
20/2/2007,28.83,,20/2/2007,85.9,,20/2/2007,21.18,,20/2/2007,43.13,,20/2/2007,35.95
21/2/2007,29.35,,21/2/2007,89.2,,21/2/2007,20.88,,21/2/2007,41.1,,21/2/2007,35.37
22/2/2007,29.39,,22/2/2007,89.51,,22/2/2007,20.97,,22/2/2007,40.78,,22/2/2007,34.63
23/2/2007,28.9,,23/2/2007,89.07,,23/2/2007,20.76,,23/2/2007,40.82,,23/2/2007,34.26
26/2/2007,29.07,,26/2/2007,88.65,,26/2/2007,20.85,,26/2/2007,40.29,,26/2/2007,33.97
27/2/2007,27.87,,27/2/2007,83.93,,27/2/2007,20.03,,27/2/2007,38.92,,27/2/2007,32.16
28/2/2007,28.17,,28/2/2007,84.61,,28/2/2007,19.86,,28/2/2007,39.35,,28/2/2007,31.9
1/3/2007,28.09,,1/3/2007,87.06,,1/3/2007,19.59,,1/3/2007,38.93,,1/3/2007,31.54
2/3/2007,27.76,,2/3/2007,85.41,,2/3/2007,19.22,,2/3/2007,38.67,,2/3/2007,30.62
5/3/2007,27.5499,,5/3/2007,86.32,,5/3/2007,19.1099,,5/3/2007,38.75,,5/3/2007,30.44
6/3/2007,27.83,,6/3/2007,88.19,,6/3/2007,19.4,,6/3/2007,39.43,,6/3/2007,31.12
7/3/2007,27.61,,7/3/2007,87.72,,7/3/2007,19.12,,7/3/2007,40.17,,7/3/2007,30.77
8/3/2007,27.32,,8/3/2007,88,,8/3/2007,19.23,,8/3/2007,40.27,,8/3/2007,31.06
9/3/2007,27.29,,9/3/2007,87.97,,9/3/2007,19.1,,9/3/2007,40.11,,9/3/2007,30.99
12/3/2007,27.44,,12/3/2007,89.87,,12/3/2007,19.48,,12/3/2007,40.37,,12/3/2007,31.32
13/3/2007,26.72,,13/3/2007,88.4,,13/3/2007,19.12,,13/3/2007,39.55,,13/3/2007,30.51
14/3/2007,27.4,,14/3/2007,90,,14/3/2007,19.23,,14/3/2007,39.79,,14/3/2007,30.25
15/3/2007,27.28,,15/3/2007,89.57,,15/3/2007,19.14,,15/3/2007,39.7,,15/3/2007,29.38
16/3/2007,27.33,,16/3/2007,89.59,,16/3/2007,19.15,,16/3/2007,39.91,,16/3/2007,29.17
19/3/2007,27.83,,19/3/2007,91.13,,19/3/2007,19.11,,19/3/2007,40.21,,19/3/2007,29.09
20/3/2007,27.84,,20/3/2007,91.48,,20/3/2007,18.99,,20/3/2007,39.61,,20/3/2007,29.35
21/3/2007,28.52,,21/3/2007,93.87,,21/3/2007,19.34,,21/3/2007,40.19,,21/3/2007,29.97
22/3/2007,28.27,,22/3/2007,93.96,,22/3/2007,19.16,,22/3/2007,40.45,,22/3/2007,30.32
23/3/2007,28.02,,23/3/2007,93.52,,23/3/2007,19.27,,23/3/2007,40.43,,23/3/2007,31.99
26/3/2007,28.22,,26/3/2007,95.85,,26/3/2007,19.29,,26/3/2007,40.44,,26/3/2007,32.25
27/3/2007,27.72,,27/3/2007,95.46,,27/3/2007,19.06,,27/3/2007,40.23,,27/3/2007,32.18
28/3/2007,27.64,,28/3/2007,93.24,,28/3/2007,18.86,,28/3/2007,39.79,,28/3/2007,31.24
29/3/2007,27.75,,29/3/2007,93.75,,29/3/2007,19.09,,29/3/2007,40,,29/3/2007,30.89
30/3/2007,27.87,,30/3/2007,92.91,,30/3/2007,19.13,,30/3/2007,40.14,,30/3/2007,30.64
2/4/2007,27.74,,2/4/2007,93.65,,2/4/2007,19.13,,2/4/2007,40.31,,2/4/2007,30.83
3/4/2007,27.87,,3/4/2007,94.5,,3/4/2007,19.31,,3/4/2007,40.89,,3/4/2007,31.47
4/4/2007,28.5,,4/4/2007,94.27,,4/4/2007,19.38,,4/4/2007,41.1,,4/4/2007,31.03
5/4/2007,28.55,,5/4/2007,94.68,,5/4/2007,19.58,,5/4/2007,41.8,,5/4/2007,31.9
6/4/2007,28.55,,6/4/2007,94.68,,6/4/2007,19.58,,6/4/2007,41.8,,6/4/2007,31.9
9/4/2007,28.57,,9/4/2007,93.65,,9/4/2007,20.1,,9/4/2007,41.34,,9/4/2007,32
10/4/2007,28.4,,10/4/2007,94.25,,10/4/2007,20.68,,10/4/2007,40.72,,10/4/2007,32.08
11/4/2007,28.11,,11/4/2007,92.59,,11/4/2007,20.47,,11/4/2007,40.73,,11/4/2007,31.46
12/4/2007,28.54,,12/4/2007,92.19,,12/4/2007,20.5,,12/4/2007,41.12,,12/4/2007,31.37
13/4/2007,28.61,,13/4/2007,90.24,,13/4/2007,20.46,,13/4/2007,41.18,,13/4/2007,32.02
16/4/2007,28.73,,16/4/2007,91.43,,16/4/2007,20.69,,16/4/2007,41.19,,16/4/2007,32.57
17/4/2007,28.85,,17/4/2007,90.35,,17/4/2007,20.98,,17/4/2007,41.21,,17/4/2007,32.13
18/4/2007,28.6,,18/4/2007,90.4,,18/4/2007,21.35,,18/4/2007,40.98,,18/4/2007,31.7
19/4/2007,28.69,,19/4/2007,90.27,,19/4/2007,21.81,,19/4/2007,41.15,,19/4/2007,31.37
20/4/2007,29.02,,20/4/2007,90.97,,20/4/2007,22.16,,20/4/2007,41.37,,20/4/2007,31.68
23/4/2007,28.78,,23/4/2007,93.51,,23/4/2007,21.91,,23/4/2007,41.41,,23/4/2007,30.67
24/4/2007,28.79,,24/4/2007,93.24,,24/4/2007,21.94,,24/4/2007,41.65,,24/4/2007,30.77
25/4/2007,28.99,,25/4/2007,95.348,,25/4/2007,22.258,,25/4/2007,41.87,,25/4/2007,31.07
26/4/2007,29.1,,26/4/2007,98.84,,26/4/2007,22.09,,26/4/2007,42.04,,26/4/2007,32.45
27/4/2007,30.12,,27/4/2007,99.92,,27/4/2007,21.87,,27/4/2007,42.29,,27/4/2007,31.56
30/4/2007,29.94,,30/4/2007,99.8,,30/4/2007,21.5,,30/4/2007,42.14,,30/4/2007,31.23
1/5/2007,30.4,,1/5/2007,99.47,,1/5/2007,21.8,,1/5/2007,42.92,,1/5/2007,31.3
2/5/2007,30.61,,2/5/2007,100.39,,2/5/2007,21.93,,2/5/2007,42.93,,2/5/2007,32.44
3/5/2007,30.97,,3/5/2007,100.4,,3/5/2007,21.74,,3/5/2007,42.83,,3/5/2007,30.69
4/5/2007,30.56,,4/5/2007,100.81,,4/5/2007,21.9,,4/5/2007,43.79,,4/5/2007,30.88
7/5/2007,30.71,,7/5/2007,103.92,,7/5/2007,21.96,,7/5/2007,43.8,,7/5/2007,30.12
8/5/2007,30.75,,8/5/2007,105.06,,8/5/2007,22.15,,8/5/2007,45.01,,8/5/2007,29.98
9/5/2007,30.7799,,9/5/2007,106.88,,9/5/2007,22.47,,9/5/2007,44.93,,9/5/2007,29.65
10/5/2007,30.58,,10/5/2007,107.34,,10/5/2007,22.21,,10/5/2007,44.67,,10/5/2007,28.99
11/5/2007,30.89,,11/5/2007,108.74,,11/5/2007,22.28,,11/5/2007,45.24,,11/5/2007,29.46
14/5/2007,30.97,,14/5/2007,109.36,,14/5/2007,22.12,,14/5/2007,45.02,,14/5/2007,30.62
15/5/2007,30.9,,15/5/2007,107.52,,15/5/2007,22.01,,15/5/2007,44.75,,15/5/2007,31.97
16/5/2007,31.07,,16/5/2007,107.34,,16/5/2007,22.18,,16/5/2007,45.21,,16/5/2007,31.74
17/5/2007,30.98,,17/5/2007,109.44,,17/5/2007,22.23,,17/5/2007,44.87,,17/5/2007,31.59
18/5/2007,30.83,,18/5/2007,110.02,,18/5/2007,22.7,,18/5/2007,44.58,,18/5/2007,31.45
21/5/2007,31.05,,21/5/2007,111.98,,21/5/2007,22.63,,21/5/2007,45.22,,21/5/2007,31.28
22/5/2007,30.69,,22/5/2007,113.54,,22/5/2007,22.99,,22/5/2007,45.58,,22/5/2007,31.36
23/5/2007,30.58,,23/5/2007,112.89,,23/5/2007,22.67,,23/5/2007,45.63,,23/5/2007,31.43
24/5/2007,30.17,,24/5/2007,110.69,,24/5/2007,21.97,,24/5/2007,45.4,,24/5/2007,30.47
25/5/2007,30.48,,25/5/2007,113.62,,25/5/2007,22.16,,25/5/2007,45.62,,25/5/2007,30.49
28/5/2007,30.48,,28/5/2007,113.62,,28/5/2007,22.16,,28/5/2007,45.62,,28/5/2007,30.49
29/5/2007,30.79,,29/5/2007,114.35,,29/5/2007,22.3,,29/5/2007,45.56,,29/5/2007,30.1
30/5/2007,31.11,,30/5/2007,118.77,,30/5/2007,22.08,,30/5/2007,45.67,,30/5/2007,30.08
31/5/2007,30.6901,,31/5/2007,121.191,,31/5/2007,22.1799,,31/5/2007,45.71,,31/5/2007,29.99
1/6/2007,30.59,,1/6/2007,118.4,,1/6/2007,22.36,,1/6/2007,45.81,,1/6/2007,30.5
4/6/2007,30.715,,4/6/2007,121.33,,4/6/2007,22.16,,4/6/2007,45.98,,4/6/2007,30.37
5/6/2007,30.58,,5/6/2007,122.67,,5/6/2007,21.96,,5/6/2007,45.92,,5/6/2007,30.14
6/6/2007,30.29,,6/6/2007,123.64,,6/6/2007,21.49,,6/6/2007,46.03,,6/6/2007,30.01
7/6/2007,29.62,,7/6/2007,124.069,,7/6/2007,21.31,,7/6/2007,45.41,,7/6/2007,29.68
8/6/2007,30.05,,8/6/2007,124.49,,8/6/2007,21.83,,8/6/2007,45.78,,8/6/2007,31
11/6/2007,30.02,,11/6/2007,120.19,,11/6/2007,21.93,,11/6/2007,45.89,,11/6/2007,31.77
12/6/2007,29.85,,12/6/2007,120.38,,12/6/2007,22.2,,12/6/2007,45.06,,12/6/2007,31.43
13/6/2007,30.39,,13/6/2007,117.5,,13/6/2007,22.672,,13/6/2007,45.5,,13/6/2007,32.1
14/6/2007,30.52,,14/6/2007,118.75,,14/6/2007,23.23,,14/6/2007,45.67,,14/6/2007,33.6
15/6/2007,30.49,,15/6/2007,120.5,,15/6/2007,24.24,,15/6/2007,45.71,,15/6/2007,34.66
18/6/2007,30.51,,18/6/2007,125.09,,18/6/2007,24.17,,18/6/2007,45.89,,18/6/2007,34.3
19/6/2007,30.46,,19/6/2007,123.66,,19/6/2007,24.1,,19/6/2007,45.9,,19/6/2007,34.52
20/6/2007,30.01,,20/6/2007,121.55,,20/6/2007,23.94,,20/6/2007,45.04,,20/6/2007,35.34
21/6/2007,30.22,,21/6/2007,123.9,,21/6/2007,24.29,,21/6/2007,45.5,,21/6/2007,35.96
22/6/2007,29.49,,22/6/2007,123,,22/6/2007,23.7,,22/6/2007,45.18,,22/6/2007,35.46
25/6/2007,29.49,,25/6/2007,122.34,,25/6/2007,23.48,,25/6/2007,44.94,,25/6/2007,36.27
26/6/2007,29.52,,26/6/2007,119.65,,26/6/2007,23.38,,26/6/2007,44.64,,26/6/2007,36.35
27/6/2007,29.87,,27/6/2007,121.89,,27/6/2007,23.79,,27/6/2007,45.19,,27/6/2007,37.41
28/6/2007,29.83,,28/6/2007,120.56,,28/6/2007,23.92,,28/6/2007,44.61,,28/6/2007,38.15
29/6/2007,29.47,,29/6/2007,122.04,,29/6/2007,23.7399,,29/6/2007,44.62,,29/6/2007,37.8
2/7/2007,29.74,,2/7/2007,121.26,,2/7/2007,24.27,,2/7/2007,45.19,,2/7/2007,38.02
3/7/2007,30.02,,3/7/2007,127.17,,3/7/2007,24.59,,3/7/2007,45.58,,3/7/2007,37.98
4/7/2007,30.02,,4/7/2007,127.17,,4/7/2007,24.59,,4/7/2007,45.58,,4/7/2007,37.98
5/7/2007,29.99,,5/7/2007,132.75,,5/7/2007,24.6,,5/7/2007,45.9,,5/7/2007,36.76
6/7/2007,29.97,,6/7/2007,132.3,,6/7/2007,24.68,,6/7/2007,45.98,,6/7/2007,36.49
9/7/2007,29.87,,9/7/2007,130.33,,9/7/2007,24.9599,,9/7/2007,45.36,,9/7/2007,36.77
10/7/2007,29.33,,10/7/2007,132.35,,10/7/2007,24.97,,10/7/2007,44.94,,10/7/2007,37.41
11/7/2007,29.49,,11/7/2007,132.39,,11/7/2007,24.57,,11/7/2007,45.65,,11/7/2007,36.82
12/7/2007,30.07,,12/7/2007,134.07,,12/7/2007,26,,12/7/2007,47.35,,12/7/2007,37.54
13/7/2007,29.82,,13/7/2007,137.73,,13/7/2007,25.97,,13/7/2007,47.25,,13/7/2007,37.03
16/7/2007,30.03,,16/7/2007,138.1,,16/7/2007,25.95,,16/7/2007,47.44,,16/7/2007,36.67
17/7/2007,30.7799,,17/7/2007,138.91,,17/7/2007,26.3299,,17/7/2007,47.51,,17/7/2007,36.14
18/7/2007,30.92,,18/7/2007,138.12,,18/7/2007,25.06,,18/7/2007,47.14,,18/7/2007,36
19/7/2007,31.51,,19/7/2007,140,,19/7/2007,25.26,,19/7/2007,48.4,,19/7/2007,35.38
20/7/2007,31.16,,20/7/2007,143.75,,20/7/2007,24.55,,20/7/2007,48.54,,20/7/2007,34.92
23/7/2007,31.19,,23/7/2007,143.7,,23/7/2007,24.72,,23/7/2007,48.43,,23/7/2007,35.12
24/7/2007,30.8,,24/7/2007,134.89,,24/7/2007,24.529,,24/7/2007,47.61,,24/7/2007,34.65
25/7/2007,30.71,,25/7/2007,137.26,,25/7/2007,24.5,,25/7/2007,47.54,,25/7/2007,33.73
26/7/2007,29.98,,26/7/2007,146,,26/7/2007,24,,26/7/2007,47.1,,26/7/2007,32.2
27/7/2007,29.3901,,27/7/2007,143.85,,27/7/2007,23.54,,27/7/2007,46.46,,27/7/2007,31.1
30/7/2007,29.4,,30/7/2007,141.43,,30/7/2007,23.85,,30/7/2007,46.14,,30/7/2007,32.61
31/7/2007,28.99,,31/7/2007,131.76,,31/7/2007,23.62,,31/7/2007,46.03,,31/7/2007,32.4
1/8/2007,29.3,,1/8/2007,135,,1/8/2007,23.8,,1/8/2007,46.73,,1/8/2007,32.73
2/8/2007,29.52,,2/8/2007,136.49,,2/8/2007,24.3,,2/8/2007,48.23,,2/8/2007,33.39
3/8/2007,28.9601,,3/8/2007,131.85,,3/8/2007,23.9101,,3/8/2007,47.41,,3/8/2007,32.04
6/8/2007,29.54,,6/8/2007,135.25,,6/8/2007,24.13,,6/8/2007,48.46,,6/8/2007,32.45
7/8/2007,29.55,,7/8/2007,135.03,,7/8/2007,24.1299,,7/8/2007,48.48,,7/8/2007,33.48
8/8/2007,30,,8/8/2007,134.01,,8/8/2007,24.68,,8/8/2007,49.4,,8/8/2007,34.82
9/8/2007,29.3,,9/8/2007,126.39,,9/8/2007,23.92,,9/8/2007,47.02,,9/8/2007,34.85
10/8/2007,28.71,,10/8/2007,125,,10/8/2007,23.98,,10/8/2007,47.21,,10/8/2007,33.85
13/8/2007,28.63,,13/8/2007,127.79,,13/8/2007,24.02,,13/8/2007,48.43,,13/8/2007,34.46
14/8/2007,28.27,,14/8/2007,124.03,,14/8/2007,23.8,,14/8/2007,47.28,,14/8/2007,33.32
15/8/2007,28.1,,15/8/2007,119.9,,15/8/2007,23.22,,15/8/2007,46.15,,15/8/2007,31.54
16/8/2007,27.81,,16/8/2007,117.05,,16/8/2007,23.1,,16/8/2007,46.05,,16/8/2007,30.77
17/8/2007,28.25,,17/8/2007,122.06,,17/8/2007,23.7,,17/8/2007,47.15,,17/8/2007,30.55
20/8/2007,28.26,,20/8/2007,122.22,,20/8/2007,24.11,,20/8/2007,46.58,,20/8/2007,30.97
21/8/2007,28.07,,21/8/2007,127.57,,21/8/2007,23.89,,21/8/2007,46.01,,21/8/2007,31.08
22/8/2007,28.22,,22/8/2007,132.51,,22/8/2007,24.15,,22/8/2007,46.42,,22/8/2007,31.33
23/8/2007,28.3,,23/8/2007,131.07,,23/8/2007,24.23,,23/8/2007,47.65,,23/8/2007,30.75
24/8/2007,28.81,,24/8/2007,135.3,,24/8/2007,24.79,,24/8/2007,48.1,,24/8/2007,31.05
27/8/2007,28.49,,27/8/2007,132.25,,27/8/2007,24.45,,27/8/2007,47.79,,27/8/2007,30.32
28/8/2007,27.93,,28/8/2007,126.82,,28/8/2007,23.96,,28/8/2007,46.88,,28/8/2007,29.18
29/8/2007,28.59,,29/8/2007,134.08,,29/8/2007,25.09,,29/8/2007,48.42,,29/8/2007,30.59
30/8/2007,28.45,,30/8/2007,136.25,,30/8/2007,25.28,,30/8/2007,48.44,,30/8/2007,30.33
31/8/2007,28.73,,31/8/2007,138.48,,31/8/2007,25.75,,31/8/2007,49.35,,31/8/2007,30.74
3/9/2007,28.73,,3/9/2007,138.48,,3/9/2007,25.75,,3/9/2007,49.35,,3/9/2007,30.74
4/9/2007,28.81,,4/9/2007,144.16,,4/9/2007,26.18,,4/9/2007,50.14,,4/9/2007,31.92
5/9/2007,28.48,,5/9/2007,136.76,,5/9/2007,25.99,,5/9/2007,50.1,,5/9/2007,31.07
6/9/2007,28.91,,6/9/2007,135.01,,6/9/2007,26.15,,6/9/2007,50.19,,6/9/2007,31.05
7/9/2007,28.44,,7/9/2007,131.77,,7/9/2007,25.47,,7/9/2007,48.85,,7/9/2007,29.55
