Intercept,12.3221111639
 ,(6.30128988642)
PC,-7.3324785926
 ,(-1.76015910148)
PX,10.8734329377
 ,(1.27940845331)
T,-0.0381634456139
 ,(-4.13172662739)
POP,-0.0326544806323
 ,(-0.925032488355)
