Intercept,15.9136858382
 ,(6.75898910513)
PC,-6.90958886666
 ,(-1.80494714278)
PX,9.4676414325
 ,(1.191028348)
T,-0.0326350286643
 ,(-3.67295644581)
URB,-0.0933679341991
 ,(-2.60837267854)
