Date,MS,Apple,Intel,HP
20/07/1988,0.4445,11.0625,1.0547,5.1483
21/07/1988,0.4237,10.75,1.0312,4.9649
22/07/1988,0.4289,10.625,1.0781,4.8548
25/07/1988,0.4202,10.6875,1.0742,4.916
26/07/1988,0.4028,10.6875,1.0781,4.867
27/07/1988,0.4002,10.6875,1.0547,4.7325
28/07/1988,0.4046,10.7188,1.0625,4.7814
29/07/1988,0.4132,11.0938,1.0859,4.9404
1/08/1988,0.4063,11.25,1.0937,5.0016
2/08/1988,0.3993,11.1563,1.082,5.0016
3/08/1988,0.3907,11.1875,1.0859,4.916
4/08/1988,0.3855,11.1563,1.0781,4.8426
5/08/1988,0.3716,11.0625,1.0703,4.8181
8/08/1988,0.3698,11,1.0469,4.8181
9/08/1988,0.3594,10.875,1.0156,4.8793
10/08/1988,0.3507,10.4688,0.9766,4.7692
11/08/1988,0.3594,10.8125,1.0078,4.8181
12/08/1988,0.3611,10.625,0.9922,4.8181
15/08/1988,0.3525,10.3125,0.9453,4.6347
16/08/1988,0.3646,10.625,0.9844,4.488
17/08/1988,0.3646,10.5,0.9727,4.329
18/08/1988,0.3664,10.625,0.9609,4.4024
19/08/1988,0.3507,10.1875,0.9453,4.4024
22/08/1988,0.3334,9.9375,0.9258,4.3534
23/08/1988,0.3429,9.875,0.9219,4.3779
24/08/1988,0.3577,10.1875,0.9297,4.4757
25/08/1988,0.3525,10.0313,0.9023,4.4268
26/08/1988,0.3568,10.0625,0.875,4.5369
29/08/1988,0.362,10.2188,0.9141,4.6225
30/08/1988,0.3559,10.2188,0.8984,4.6836
31/08/1988,0.3473,9.9688,0.875,4.5491
1/09/1988,0.3394,9.7188,0.8359,4.488
2/09/1988,0.3577,9.9375,0.8672,4.6225
5/09/1988,0.3577,9.9375,0.8672,4.6225
6/09/1988,0.3611,9.7188,0.8828,4.6469
7/09/1988,0.3594,9.5625,0.8398,4.6102
8/09/1988,0.3611,9.6875,0.8281,4.6469
9/09/1988,0.375,10.125,0.875,4.7814
12/09/1988,0.3733,10.25,0.875,4.7937
13/09/1988,0.375,10.25,0.875,4.7081
14/09/1988,0.375,10.5,0.8984,4.7448
15/09/1988,0.3629,10.4063,0.875,4.6958
16/09/1988,0.3611,10.5625,0.8984,4.8059
19/09/1988,0.3594,10.4375,0.9062,4.7325
20/09/1988,0.3698,10.375,0.8984,4.7448
21/09/1988,0.3733,10.6875,0.8906,4.7937
22/09/1988,0.3785,11,0.875,4.7448
23/09/1988,0.3733,10.9375,0.8945,4.8304
26/09/1988,0.3638,10.6875,0.8594,4.8181
27/09/1988,0.3611,10.8438,0.8555,4.8059
28/09/1988,0.3681,10.875,0.8516,4.7937
29/09/1988,0.3681,11,0.8672,4.916
30/09/1988,0.3629,10.8125,0.8594,4.8793
3/10/1988,0.3568,10.625,0.8242,4.867
4/10/1988,0.3551,10.375,0.7969,4.8181
5/10/1988,0.349,10.2188,0.7812,4.7692
6/10/1988,0.3473,9.9375,0.832,4.8181
7/10/1988,0.3455,9.9375,0.7773,4.8793
10/10/1988,0.342,9.625,0.7734,4.8915
11/10/1988,0.3455,9.75,0.7891,4.9404
10/12/1988,0.3516,9.6875,0.7734,4.8181
13/10/1988,0.3577,9.75,0.7891,4.8181
14/10/1988,0.3559,9.6875,0.8047,4.8304
17/10/1988,0.3611,9.625,0.8047,4.9037
18/10/1988,0.3646,9.8438,0.8359,5.0016
19/10/1988,0.3698,10,0.8242,4.7937
20/10/1988,0.3716,10.375,0.8594,5.0627
21/10/1988,0.3681,10.25,0.8672,5.0627
24/10/1988,0.3611,10,0.8437,5.0138
25/10/1988,0.3507,9.9688,0.8359,4.9526
26/10/1988,0.3455,9.8125,0.8125,4.9037
27/10/1988,0.3438,9.75,0.7812,4.8793
28/10/1988,0.3438,9.625,0.7773,4.8304
31/10/1988,0.3403,9.6563,0.7734,4.9404
1/11/1988,0.3386,9.5,0.7695,4.867
2/11/1988,0.3282,9.3125,0.7734,4.867
3/11/1988,0.3282,9.2813,0.7812,4.7448
4/11/1988,0.3229,9.4375,0.7734,4.7081
7/11/1988,0.3247,9.375,0.7656,4.6836
8/11/1988,0.3377,9.625,0.7773,4.7814
9/11/1988,0.3455,9.8125,0.7891,4.6714
10/11/1988,0.3403,9.875,0.7734,4.6958
11/11/1988,0.3308,9.625,0.75,4.5491
14/11/1988,0.3368,9.7188,0.7422,4.6469
15/11/1988,0.3264,9.75,0.6875,4.6347
16/11/1988,0.3212,9.5,0.7109,4.488
17/11/1988,0.3195,9.5625,0.7266,4.5736
18/11/1988,0.3238,9.5,0.7227,4.7081
21/11/1988,0.3195,9.1563,0.6172,4.6225
22/11/1988,0.3195,9.0313,0.6289,4.598
23/11/1988,0.3256,9.2188,0.6484,4.6469
24/11/1988,0.3256,9.2188,0.6484,4.6469
25/11/1988,0.3221,9.125,0.6328,4.5858
28/11/1988,0.3264,9.125,0.6328,4.6836
29/11/1988,0.3299,9.1875,0.6367,4.7814
30/11/1988,0.3282,9.4063,0.6328,4.7325
1/12/1988,0.3403,9.6875,0.6484,4.7937
2/12/1988,0.3455,9.8125,0.6641,4.916
5/12/1988,0.3438,9.875,0.6719,5.0382
6/12/1988,0.3455,9.875,0.6797,5.026
7/12/1988,0.342,9.8438,0.6641,5.0382
8/12/1988,0.3403,9.7813,0.6758,4.8548
9/12/1988,0.3403,9.7813,0.6875,4.8548
12/12/1988,0.329,9.625,0.6719,4.8915
13/12/1988,0.3316,9.6875,0.6641,4.9893
14/12/1988,0.336,9.9375,0.668,4.9893
15/12/1988,0.3403,9.875,0.6992,4.9771
16/12/1988,0.3455,10.0313,0.7109,4.9771
19/12/1988,0.3525,10.1875,0.7266,5.0382
20/12/1988,0.3559,10.25,0.7266,5.185
21/12/1988,0.3629,10.4375,0.7109,5.2584
22/12/1988,0.3611,10.25,0.6953,5.1972
23/12/1988,0.3611,10.2813,0.7109,5.2094
26/12/1988,0.3611,10.2813,0.7109,5.2094
27/12/1988,0.3594,10.125,0.7187,5.1605
28/12/1988,0.3629,10.0625,0.7109,5.1972
29/12/1988,0.3698,10.125,0.7422,5.2217
30/12/1988,0.3698,10.0625,0.7422,5.2094
2/01/1989,0.3698,10.0625,0.7422,5.2094
3/01/1989,0.3724,10.0938,0.7422,5.1116
4/01/1989,0.3768,10.5,0.7617,5.2706
5/01/1989,0.3707,10.5625,0.7656,5.2217
6/01/1989,0.3681,10.6563,0.7578,5.1605
9/01/1989,0.3664,10.75,0.7422,5.1483
10/01/1989,0.3611,10.6563,0.7461,5.1483
11/01/1989,0.3646,10.5313,0.75,5.1483
1/12/1989,0.3646,10.6875,0.7656,5.1605
13/01/1989,0.3681,10.8125,0.75,5.0994
16/01/1989,0.369,10.9375,0.75,5.1361
17/01/1989,0.3577,10.9375,0.7266,5.0994
18/01/1989,0.3577,9.9375,0.75,5.1972
19/01/1989,0.3716,10.125,0.7578,5.344
20/01/1989,0.3759,10.25,0.75,5.3684
23/01/1989,0.3681,10.25,0.7344,5.3562
24/01/1989,0.3664,10.4063,0.7266,5.5029
25/01/1989,0.3681,10.375,0.7734,5.454
26/01/1989,0.3768,10.4375,0.8047,5.5763
27/01/1989,0.3846,10.4375,0.7969,5.5274
30/01/1989,0.4063,9.3438,0.8047,5.6008
31/01/1989,0.4141,9.4375,0.8125,5.6497
1/02/1989,0.4115,9.8125,0.8359,5.6375
2/02/1989,0.4228,9.9375,0.8359,5.613
3/02/1989,0.4237,9.8125,0.8516,5.6864
6/02/1989,0.4202,9.625,0.8437,5.6375
7/02/1989,0.4315,9.75,0.8672,5.8698
8/02/1989,0.4341,9.5625,0.8203,6.0165
9/02/1989,0.4428,9.5625,0.8125,5.772
10/02/1989,0.4297,9.3125,0.7734,5.6252
13/02/1989,0.4254,9.25,0.793,5.6864
14/02/1989,0.4184,9.25,0.8203,5.6008
15/02/1989,0.4323,9.0625,0.8203,5.6864
16/02/1989,0.4358,9.0938,0.8203,5.7597
17/02/1989,0.4341,9.1875,0.8359,5.8698
20/02/1989,0.4341,9.1875,0.8359,5.8698
21/02/1989,0.4289,9.375,0.8125,5.772
22/02/1989,0.4167,9.1875,0.7891,5.5152
23/02/1989,0.4193,9.1875,0.8008,5.4663
24/02/1989,0.408,9,0.7812,5.3073
27/02/1989,0.415,9.125,0.7969,5.3807
28/02/1989,0.4132,9.0625,0.8047,5.4051
1/03/1989,0.4115,9,0.8086,5.3562
2/03/1989,0.4219,8.75,0.8281,5.3684
3/03/1989,0.4289,8.6875,0.8203,5.4785
6/03/1989,0.4306,8.875,0.8437,5.4418
7/03/1989,0.3716,8.9375,0.8437,5.4663
8/03/1989,0.3646,8.8125,0.8281,5.4296
9/03/1989,0.3594,8.625,0.8437,5.2461
10/03/1989,0.3594,8.75,0.8242,5.2706
13/03/1989,0.3664,8.75,0.8359,5.4051
14/03/1989,0.3664,8.8125,0.8047,5.344
15/03/1989,0.349,8.75,0.7812,5.3073
16/03/1989,0.3559,8.8125,0.8047,5.4663
17/03/1989,0.3229,8.7188,0.7656,5.2706
20/03/1989,0.3229,8.7188,0.7383,5.2094
21/03/1989,0.3464,8.7188,0.7578,5.2584
22/03/1989,0.3403,8.4375,0.7305,5.0872
23/03/1989,0.349,8.5938,0.7539,5.0505
24/03/1989,0.349,8.5938,0.7539,5.0505
27/03/1989,0.3455,8.4375,0.7578,5.0382
28/03/1989,0.3455,8.5,0.7656,5.0138
29/03/1989,0.3438,8.5625,0.7656,4.9649
30/03/1989,0.3464,8.6875,0.7891,4.9282
31/03/1989,0.3464,8.9063,0.8203,5.026
3/04/1989,0.349,8.75,0.8086,5.0016
4/04/1989,0.3473,8.625,0.793,5.0382
5/04/1989,0.3499,8.75,0.793,5.1238
6/04/1989,0.3559,9,0.7969,5.0627
7/04/1989,0.3559,9.3438,0.8281,5.2094
10/04/1989,0.3568,9.25,0.832,5.2339
11/04/1989,0.3568,9.4375,0.8672,5.3073
12/04/1989,0.3342,9.625,0.9062,5.2339
13/04/1989,0.3386,9.625,0.8906,5.2339
14/04/1989,0.3525,9.6875,0.9219,5.4418
17/04/1989,0.3577,9.8125,0.9102,5.4173
18/04/1989,0.3698,10.0313,0.918,5.5519
19/04/1989,0.3811,10.2188,0.9219,5.5641
20/04/1989,0.3889,10.1875,0.9062,5.5274
21/04/1989,0.3837,10.0313,0.9062,5.613
24/04/1989,0.3829,10.0313,0.8984,5.5763
25/04/1989,0.3802,10,0.8906,5.4663
26/04/1989,0.375,9.9375,0.8828,5.4785
27/04/1989,0.3802,9.8438,0.9062,5.4663
28/04/1989,0.3881,9.75,0.9062,5.5519
1/05/1989,0.3794,9.75,0.9062,5.5152
2/05/1989,0.375,9.9688,0.9141,5.4051
3/05/1989,0.375,10.0625,0.9219,5.4663
4/05/1989,0.3646,10.25,0.9219,5.454
5/05/1989,0.3611,10.375,0.9141,5.3807
8/05/1989,0.3577,10.5625,0.9141,5.2584
9/05/1989,0.3681,10.625,0.9141,5.2828
10/05/1989,0.375,10.8125,0.9141,5.3684
11/05/1989,0.375,10.9688,0.9219,5.344
12/05/1989,0.3768,11.1875,0.9531,5.5885
15/05/1989,0.3802,11.5,0.9687,5.2217
16/05/1989,0.3907,11.3438,0.9609,5.2094
17/05/1989,0.3985,11.3125,0.9844,5.2828
18/05/1989,0.4046,11.1875,1.0039,5.344
19/05/1989,0.4046,11.4375,1.0234,5.4296
22/05/1989,0.4115,11.5,1.0078,5.4051
23/05/1989,0.3933,11.375,0.9766,5.2584
24/05/1989,0.3993,11.9375,0.9922,5.2461
25/05/1989,0.3993,12.0625,0.9922,5.2706
26/05/1989,0.4089,12.125,1.0078,5.2951
29/05/1989,0.4089,12.125,1.0078,5.2951
30/05/1989,0.4098,11.875,1.0117,5.2951
31/05/1989,0.4202,11.9375,1.0156,5.2828
1/06/1989,0.4167,12.1875,1.0352,5.2706
2/06/1989,0.4046,12.25,1.0391,5.344
5/06/1989,0.3941,11.75,0.9687,5.344
6/06/1989,0.4063,11.6875,0.9961,5.3807
7/06/1989,0.415,12.0625,1.0078,5.3195
8/06/1989,0.415,11.9063,0.9844,5.3073
9/06/1989,0.415,11.75,0.9766,5.3073
12/06/1989,0.4098,11.875,1.0039,5.3317
13/06/1989,0.3976,12.125,0.9609,5.2584
14/06/1989,0.4011,12.4063,0.9453,5.1361
15/06/1989,0.3941,11.875,0.9297,5.0627
16/06/1989,0.3941,11.125,0.9453,5.1483
19/06/1989,0.3924,11,0.9453,5.2217
20/06/1989,0.3785,10.75,0.9141,5.1238
21/06/1989,0.382,10.625,0.9297,5.0872
22/06/1989,0.3855,10.8125,0.9531,5.0382
23/06/1989,0.3846,10.9688,0.9609,5.1972
26/06/1989,0.3802,10.875,0.9766,5.1605
27/06/1989,0.3742,10.6563,0.9883,5.2339
28/06/1989,0.3664,10.4375,0.9531,5.1972
29/06/1989,0.3611,10.1563,0.9062,5.0505
30/06/1989,0.3681,10.3125,0.9062,5.0627
3/07/1989,0.3768,10.1875,0.8906,5.0872
4/07/1989,0.3768,10.1875,0.8906,5.0872
5/07/1989,0.3837,10.125,0.8828,5.0382
6/07/1989,0.3664,10.3125,0.8828,5.0505
7/07/1989,0.3716,10.3125,0.9062,5.1972
10/07/1989,0.3811,10.125,0.9297,5.2339
11/07/1989,0.3716,9.9375,0.9297,5.2217
12/07/1989,0.3698,10,0.9297,5.2339
13/07/1989,0.3681,10.1563,0.9219,5.2339
14/07/1989,0.3664,10.1875,0.9336,5.2217
17/07/1989,0.3698,10.1875,0.9805,5.2217
18/07/1989,0.3716,9.8125,0.9023,5.185
19/07/1989,0.3759,10.125,0.8906,5.2828
20/07/1989,0.3716,10,0.8984,5.2094
21/07/1989,0.3837,10,0.9219,5.185
24/07/1989,0.3837,9.8125,0.8945,5.1483
25/07/1989,0.3611,9.6875,0.8789,5.0382
26/07/1989,0.3664,9.5625,0.8906,5.0994
27/07/1989,0.3733,9.8125,0.9219,5.1116
28/07/1989,0.3768,9.8438,0.9297,5.2339
31/07/1989,0.3802,9.9375,0.9531,5.2584
1/08/1989,0.3768,9.9688,0.9141,5.1972
2/08/1989,0.3768,10.125,0.9297,5.1605
3/08/1989,0.382,10.3125,0.9687,5.0994
4/08/1989,0.3959,10.6875,0.9922,5.3195
7/08/1989,0.4011,10.9375,1.0234,5.6252
8/08/1989,0.4098,11.0313,1.0312,5.5763
9/08/1989,0.408,11,0.9844,5.5274
10/08/1989,0.4063,10.8125,0.9766,5.454
8/11/1989,0.4011,10.4688,0.9609,5.4051
14/08/1989,0.3959,10.1875,0.9414,5.1605
15/08/1989,0.3993,10.3438,0.9453,5.1361
16/08/1989,0.3881,10.0938,0.9023,5.1361
17/08/1989,0.3924,10.25,0.9219,4.9893
18/08/1989,0.3993,10.5625,0.9219,5.026
21/08/1989,0.3898,10.5625,0.8984,4.9404
22/08/1989,0.4054,10.7188,0.9141,4.9404
23/08/1989,0.4115,10.9375,0.9453,4.9282
24/08/1989,0.4098,11.0313,0.9531,5.0994
25/08/1989,0.4089,11.1875,0.9609,5.0627
28/08/1989,0.4106,11.1875,0.9531,5.0872
29/08/1989,0.4063,11.0313,0.9297,5.0016
30/08/1989,0.4115,11.125,0.9453,5.0994
31/08/1989,0.408,11.125,0.9375,5.1361
1/09/1989,0.4158,11.1563,0.9453,5.1972
4/09/1989,0.4158,11.1563,0.9453,5.1972
5/09/1989,0.4167,11.1875,0.957,5.0627
6/09/1989,0.4115,11.1875,0.9375,5.026
7/09/1989,0.4046,11.1875,0.9297,5.0382
8/09/1989,0.4098,11.25,0.9297,5.0382
11/09/1989,0.4124,11.4375,0.9297,5.0627
12/09/1989,0.4184,11.5,0.9687,5.0749
13/09/1989,0.4323,11.25,0.9727,4.9771
14/09/1989,0.4428,11.1875,0.9687,4.9771
15/09/1989,0.4358,11.25,0.9766,5.0382
18/09/1989,0.441,11,0.9531,5.0749
19/09/1989,0.4341,10.8125,0.9609,5.0138
20/09/1989,0.4514,11.1563,0.9766,5.0382
21/09/1989,0.4549,11.1875,0.9922,5.0382
22/09/1989,0.4584,11.2188,0.9961,5.0138
25/09/1989,0.4653,11.3125,0.9961,5.0016
26/09/1989,0.4671,11.3125,1.0078,4.9771
27/09/1989,0.4627,11.1875,0.9883,5.0138
28/09/1989,0.4723,11.375,1,4.9282
29/09/1989,0.4757,11.125,1.0078,4.916
2/10/1989,0.4836,11.0938,1.0117,4.8181
3/10/1989,0.4792,10.9063,0.9922,4.7203
4/10/1989,0.5244,11.0625,1.0156,4.7937
5/10/1989,0.5504,11.375,1.0312,4.8915
6/10/1989,0.5539,12.0313,1.0469,4.9037
9/10/1989,0.5678,12.375,1.082,5.0138
10/10/1989,0.5643,12.375,1.0625,5.0138
11/10/1989,0.5556,12.2188,1.0508,5.0138
10/12/1989,0.5452,12.1875,1.0586,5.0138
13/10/1989,0.5105,11.4375,0.9922,4.7081
16/10/1989,0.5261,11.6875,1.0312,4.7692
17/10/1989,0.5461,11.8125,1.0469,4.7692
18/10/1989,0.5591,12.0625,1.0586,4.7937
19/10/1989,0.5851,12.1875,1.0859,4.916
20/10/1989,0.5921,12,1.0859,4.8915
23/10/1989,0.5773,11.6875,1.0469,4.8304
24/10/1989,0.5617,11.9063,1.0391,5.0138
25/10/1989,0.5539,11.625,1.0273,4.9404
26/10/1989,0.54,11.3125,1,4.867
27/10/1989,0.5348,11.3125,0.9961,4.8304
30/10/1989,0.553,11.4375,1.0117,4.598
31/10/1989,0.5678,11.625,1.0547,4.6714
1/11/1989,0.5704,11.5313,1.0391,4.5491
2/11/1989,0.5296,11,0.9844,4.3534
3/11/1989,0.5435,10.8125,0.957,4.2801
6/11/1989,0.5365,10.8125,0.9297,4.1333
7/11/1989,0.5626,11,0.9844,4.2556
8/11/1989,0.5782,11.25,0.9922,4.1455
9/11/1989,0.5817,11.5,1.0078,4.1945
10/11/1989,0.5869,11.6875,1.0273,4.2067
13/11/1989,0.612,11.625,1.0352,4.2067
14/11/1989,0.6008,11.1875,1.0312,4.1089
15/11/1989,0.6146,11.0625,1.0547,4.0233
16/11/1989,0.6077,11.1875,1.0469,4.0355
17/11/1989,0.6034,11.1875,1.0625,4.3534
20/11/1989,0.6008,11.3125,1.0469,4.3412
21/11/1989,0.612,11.3125,1.0469,4.3412
22/11/1989,0.6129,11.1875,1.0781,4.3412
23/11/1989,0.6129,11.1875,1.0781,4.3412
24/11/1989,0.6086,11.1875,1.0859,4.3412
27/11/1989,0.6025,11,1.0859,4.3657
28/11/1989,0.6042,11.0313,1.0742,4.2678
29/11/1989,0.5938,11,1.0859,4.329
30/11/1989,0.6042,11.0625,1.0859,4.439
1/12/1989,0.5903,11,1.1016,4.5124
4/12/1989,0.599,11.3125,1.1172,4.6347
5/12/1989,0.6025,11.25,1.1094,4.5246
6/12/1989,0.5921,10.6875,1.0859,4.488
7/12/1989,0.5938,10.6875,1.0859,4.5613
8/12/1989,0.5886,10.4375,1.0469,4.5491
11/12/1989,0.5764,9.8125,1.0117,4.4757
12/12/1989,0.573,9,1,4.4757
13/12/1989,0.5556,9,1.0078,4.439
14/12/1989,0.5417,8.7188,0.9805,4.3534
15/12/1989,0.5348,8.4375,0.9609,4.3779
18/12/1989,0.5435,8.6875,0.9414,4.3534
19/12/1989,0.5582,8.75,0.9687,4.4513
20/12/1989,0.5747,8.9375,0.9844,4.488
21/12/1989,0.5799,9.0625,1.043,4.439
22/12/1989,0.5955,9.125,1.0391,4.4635
25/12/1989,0.5955,9.125,1.0391,4.4635
26/12/1989,0.5938,8.875,1.0195,4.488
27/12/1989,0.599,8.7813,1.0625,4.5002
28/12/1989,0.5921,8.6563,1.0625,4.5246
29/12/1989,0.6042,8.8125,1.0781,4.6225
1/01/1990,0.6042,8.8125,1.0781,4.6225
2/01/1990,0.6164,9.3125,1.125,4.8304
3/01/1990,0.6199,9.375,1.0937,4.7448
4/01/1990,0.6381,9.4063,1.1172,4.6958
5/01/1990,0.6225,9.4375,1.1094,4.6347
8/01/1990,0.632,9.5,1.125,4.7203
9/01/1990,0.6303,9.4063,1.1562,4.6102
10/01/1990,0.6129,9,1.125,4.598
11/01/1990,0.6008,8.625,1.125,4.5858
12/01/1990,0.5982,8.625,1.1016,4.4757
15/01/1990,0.5982,8.5625,1.1094,4.439
16/01/1990,0.6164,8.7188,1.1719,4.5613
17/01/1990,0.6077,8.3125,1.1758,4.4757
18/01/1990,0.6225,8.0938,1.1641,4.439
19/01/1990,0.6537,8.5625,1.1836,4.3657
22/01/1990,0.6303,8.3125,1.1484,4.3534
23/01/1990,0.6233,8.4375,1.1484,4.3657
24/01/1990,0.6303,8.5,1.1875,4.3779
25/01/1990,0.6303,8.5313,1.1953,4.2923
26/01/1990,0.6303,8.1875,1.2109,4.3168
29/01/1990,0.6355,8.3125,1.1953,4.2678
30/01/1990,0.6337,8.5,1.1797,4.329
31/01/1990,0.6424,8.5,1.2344,4.3657
1/02/1990,0.6511,8.4063,1.2187,4.3412
2/02/1990,0.6511,8.5625,1.2187,4.3657
5/02/1990,0.6546,8.75,1.25,4.439
6/02/1990,0.6528,8.6875,1.25,4.4268
7/02/1990,0.6476,8.3125,1.2578,4.6592
8/02/1990,0.6546,8.25,1.2656,4.6469
9/02/1990,0.6563,8.5625,1.2578,4.5613
12/02/1990,0.6581,8.5,1.2266,4.4757
13/02/1990,0.6581,8.625,1.2422,4.5369
14/02/1990,0.6598,8.5625,1.25,4.5736
15/02/1990,0.6737,8.5625,1.2578,4.6225
16/02/1990,0.6806,8.4375,1.25,4.2923
19/02/1990,0.6806,8.4375,1.25,4.2923
20/02/1990,0.6963,8.375,1.2109,4.1333
21/02/1990,0.6676,8.5,1.2148,4.1211
22/02/1990,0.6693,8.25,1.2109,4.0477
23/02/1990,0.6772,8.3125,1.2031,4.0599
26/02/1990,0.6893,8.5,1.2344,4.1333
27/02/1990,0.6806,8.375,1.2344,4.1455
28/02/1990,0.6858,8.5,1.2578,4.2189
1/03/1990,0.6945,8.5625,1.2695,4.1089
2/03/1990,0.7206,8.4375,1.2734,4.1578
5/03/1990,0.731,8.625,1.2461,4.1455
6/03/1990,0.7258,8.8125,1.2695,4.1578
7/03/1990,0.7136,8.8438,1.25,4.2678
8/03/1990,0.7379,9.1875,1.2539,4.3779
9/03/1990,0.7397,9.2188,1.2656,4.3657
12/03/1990,0.7518,9.1563,1.2539,4.3657
13/03/1990,0.7379,9.2188,1.2422,4.329
14/03/1990,0.7449,9.1875,1.2266,4.3045
15/03/1990,0.7709,9.1875,1.2539,4.3045
16/03/1990,0.7917,10.0625,1.3203,4.4146
19/03/1990,0.8091,10.5938,1.3594,4.6592
20/03/1990,0.7848,10.3438,1.3437,4.5858
21/03/1990,0.7865,10.4063,1.3242,4.5491
22/03/1990,0.7726,10.1875,1.3125,4.5613
23/03/1990,0.7657,10.5625,1.3281,4.5491
26/03/1990,0.7744,10.5625,1.332,4.5246
27/03/1990,0.7813,10.5,1.3437,4.5613
28/03/1990,0.7709,10.3125,1.3281,4.5613
29/03/1990,0.7674,10.2813,1.3086,4.5736
30/03/1990,0.7692,10.0625,1.3047,4.4757
2/04/1990,0.7744,10.0625,1.3008,4.5246
3/04/1990,0.8056,10.4375,1.3203,4.5736
4/04/1990,0.8126,10.3125,1.3281,4.4635
5/04/1990,0.7952,10.0625,1.3125,4.3901
6/04/1990,0.7935,9.9688,1.293,4.2801
9/04/1990,0.7952,10.2813,1.2969,4.2801
10/04/1990,0.8195,10.3125,1.3203,4.4146
11/04/1990,0.8404,10.625,1.3359,4.3779
4/12/1990,0.8386,10.8125,1.3281,4.3657
13/04/1990,0.8386,10.8125,1.3281,4.3657
16/04/1990,0.8438,10.9375,1.3281,4.3901
17/04/1990,0.8612,10.8125,1.3242,4.3657
18/04/1990,0.8421,10.8125,1.2812,4.2556
19/04/1990,0.8265,10.0625,1.2578,4.2434
20/04/1990,0.823,10.0625,1.25,4.2434
23/04/1990,0.8195,9.9375,1.2344,4.1945
24/04/1990,0.8056,9.6875,1.2187,4.1578
25/04/1990,0.8056,9.6875,1.2422,4.2556
26/04/1990,0.797,9.7188,1.25,4.2923
27/04/1990,0.7813,9.7813,1.2305,4.2067
30/04/1990,0.8056,9.8438,1.2344,4.2678
1/05/1990,0.7935,9.9063,1.2383,4.2923
2/05/1990,0.8091,9.9375,1.2578,4.3412
3/05/1990,0.8195,10,1.2812,4.3045
4/05/1990,0.8577,10,1.3203,4.3779
7/05/1990,0.889,10.375,1.3477,4.3534
8/05/1990,0.8716,10.4375,1.3437,4.3534
9/05/1990,0.8716,10.4688,1.3516,4.3901
10/05/1990,0.8959,10.3438,1.3594,4.5246
5/11/1990,0.9098,10.6563,1.4062,4.6102
14/05/1990,0.9133,10.4375,1.3906,4.7325
15/05/1990,0.8994,10.4375,1.3906,4.6958
16/05/1990,0.8994,10.375,1.3984,4.5124
17/05/1990,0.8994,10.375,1.4023,4.439
18/05/1990,0.948,9.9375,1.4102,4.4268
21/05/1990,0.9758,9.875,1.4219,4.4757
22/05/1990,0.9932,10.3438,1.4375,4.5246
23/05/1990,1.0539,10.5,1.5,4.6347
24/05/1990,1.0626,10.5,1.5078,4.6836
25/05/1990,1.0314,10.125,1.4844,4.6225
28/05/1990,1.0314,10.125,1.4844,4.6225
29/05/1990,1.0452,10.25,1.5195,4.6836
30/05/1990,1.0487,10.3438,1.4961,4.6958
31/05/1990,1.014,10.3125,1.5078,4.6714
1/06/1990,1.0435,10.1875,1.4844,4.6714
4/06/1990,1.0696,10.1875,1.5156,4.7692
5/06/1990,1.0192,9.875,1.4727,4.8548
6/06/1990,1.014,9.875,1.4922,4.7814
7/06/1990,1.0001,9.75,1.4648,4.8548
8/06/1990,1.0209,9.5625,1.4531,4.8181
11/06/1990,1.04,9.75,1.4844,4.7325
12/06/1990,1.0539,10.125,1.4961,4.7325
13/06/1990,1.0626,9.9375,1.5,4.7203
14/06/1990,1.0487,9.9375,1.5,4.6836
15/06/1990,1.0557,9.875,1.5078,4.6469
18/06/1990,1.04,9.8125,1.4687,4.5613
19/06/1990,1.0418,9.9063,1.4687,4.6592
20/06/1990,1.0782,10,1.4844,4.7203
21/06/1990,1.0696,10.4688,1.4727,4.6714
22/06/1990,1.0522,10.375,1.4375,4.5858
25/06/1990,1.0348,10.3125,1.4219,4.5369
26/06/1990,1.0383,10.1563,1.4219,4.5491
27/06/1990,1.0591,10.375,1.4336,4.5246
28/06/1990,1.0626,10.75,1.4414,4.6347
29/06/1990,1.0557,11.1875,1.4687,4.6225
2/07/1990,1.0244,11,1.4844,4.6714
3/07/1990,1.0001,11,1.4844,4.6836
4/07/1990,1.0001,11,1.4844,4.6836
5/07/1990,1.0036,10.875,1.4687,4.6102
6/07/1990,1.0175,11.1875,1.4609,4.6347
9/07/1990,1.0314,11.6563,1.4609,4.6714
10/07/1990,1.0244,11.75,1.4453,4.6102
11/07/1990,1.0487,11.75,1.5,4.6225
7/12/1990,1.0765,11.8438,1.5234,4.6958
13/07/1990,1.0886,11.6875,1.5625,4.6347
16/07/1990,1.1008,11.4063,1.6016,4.6714
17/07/1990,1.08,11.0625,1.5781,4.6836
18/07/1990,1.0557,11.1563,1.5156,4.6469
19/07/1990,1.0661,10.4375,1.4922,4.6225
20/07/1990,1.0175,10.25,1.4102,4.439
23/07/1990,1.0001,10.375,1.3906,4.3534
24/07/1990,0.9654,10.5313,1.3555,4.329
25/07/1990,0.9932,10.5625,1.3594,4.4146
26/07/1990,0.955,10.3438,1.3672,4.3779
27/07/1990,0.9584,10.3438,1.3594,4.3168
30/07/1990,0.9445,10.5938,1.3555,4.2556
31/07/1990,0.9237,10.5,1.3906,4.2189
1/08/1990,0.9272,10.5938,1.3281,4.1455
2/08/1990,0.9168,10.875,1.2578,4.1333
