Date,MS,Apple,Intel,HP
12/11/1998,33.5,8.4375,29.1094,25.607
14/12/1998,31.9844,8.125,27.8906,24.8488
15/12/1998,32.9688,8.3906,28.9844,25.7782
16/12/1998,33.4375,8.2031,28.5312,25.3624
17/12/1998,33.5938,8.3594,29.2187,25.6559
18/12/1998,34.4531,8.7969,30,25.7538
21/12/1998,35.1094,8.7656,30.6719,25.8516
22/12/1998,34.6094,9.5,29.7656,25.8516
23/12/1998,35.8906,9.9531,31.25,26.5364
24/12/1998,35.4375,9.8125,31.25,26.5609
25/12/1998,35.4375,9.8125,31.25,26.5609
28/12/1998,35.5938,10.2188,30.5312,27.05
29/12/1998,35.125,10.2031,30.2656,26.7076
30/12/1998,34.75,10.0156,29.7969,27.368
31/12/1998,34.6719,10.2344,29.6406,26.7321
1/01/1999,34.6719,10.2344,29.6406,26.7321
4/01/1999,35.25,10.3125,30.2031,26.9766
5/01/1999,36.625,10.8281,30.8125,27.2701
6/01/1999,37.8125,10.4375,32.375,28.0283
7/01/1999,37.625,11.25,32.25,28.5175
8/01/1999,37.4688,11.25,32.4219,28.5908
11/01/1999,36.875,11.4688,34.9375,28.175
12/01/1999,35.5469,11.5313,33.8906,27.5636
13/01/1999,35.9531,11.625,34.75,27.9794
14/01/1999,35.4375,10.3438,33.4375,27.4658
15/01/1999,37.4375,10.3281,33.8437,27.5881
18/01/1999,37.4375,10.3281,33.8437,27.5881
19/01/1999,38.9063,10.2188,34.8437,27.1967
20/01/1999,40.6563,10.1406,34.5625,28.0772
21/01/1999,39.5781,9.7031,33.375,27.4658
22/01/1999,39.0625,9.6875,32.2187,27.2457
25/01/1999,40.4688,9.8438,32.6562,27.9305
26/01/1999,42.8906,10.125,34.2344,28.4196
27/01/1999,42.1563,10.0313,33.1875,28.3218
28/01/1999,43.5,10.2188,34.2969,28.9088
29/01/1999,43.75,10.2969,35.2344,30.6697
1/02/1999,43.2344,10.2344,34.4687,32.0638
2/02/1999,41.9063,9.7969,33.6562,30.1561
3/02/1999,41.7031,10.0469,34.6719,30.7186
4/02/1999,39.7656,9.4688,32.5312,29.4958
5/02/1999,40,9.0781,31.8906,28.1506
8/02/1999,41.3125,9.4375,33,28.1261
9/02/1999,40.0156,9.2969,31.3281,27.637
10/02/1999,40.1563,9.5781,32.2031,28.3218
11/02/1999,40.6875,9.9063,33.3125,29.4468
12/02/1999,39.4375,9.4219,31.625,29.9115
15/02/1999,39.4375,9.4219,31.625,29.9115
16/02/1999,39.0625,9.5781,31.5937,27.5881
17/02/1999,37.5,9.25,31.1562,26.6587
18/02/1999,36.4375,9,32.0312,26.5853
19/02/1999,36.9375,9.2969,32.0156,26.7321
22/02/1999,37.2031,9.6094,33.2031,28.9088
23/02/1999,38.8594,9.6094,33.5625,28.6153
24/02/1999,38.2188,9.3594,32.5937,27.6859
25/02/1999,38.375,9.2344,31.9375,27.8571
26/02/1999,37.5313,8.7031,29.9844,25.9983
1/03/1999,37.9375,8.4375,29.2656,25.7782
2/03/1999,37.1406,8.6563,27.4531,26.8543
3/03/1999,37.4063,8.5469,28.6719,26.9277
4/03/1999,38.0625,8.3594,28.3437,26.3896
5/03/1999,38.7344,8.2969,28.6562,26.6587
8/03/1999,39.75,8.5938,29.9062,27.3435
9/03/1999,40.4531,8.5313,28.8281,26.4875
10/03/1999,40.3438,8.1406,29.2187,26.8543
11/03/1999,40.3594,8.0469,29.5312,26.9277
12/03/1999,40.0469,8.2969,29.5625,27.0011
15/03/1999,41.4688,8.5156,29.4687,28.0038
16/03/1999,42.2656,8.875,30.0937,28.4441
17/03/1999,41.7813,8.5156,30.125,28.6397
18/03/1999,43.1094,8.875,30.4531,28.9577
19/03/1999,42.7969,8.375,29.75,27.7348
22/03/1999,43.2031,8.7656,28.7812,27.0011
23/03/1999,41.6406,8.25,28.6406,26.2918
24/03/1999,42.8125,8.4219,29.8125,26.3407
25/03/1999,44.9844,8.4531,29.4844,26.463
26/03/1999,44.5313,8.3125,29.1719,26.8788
29/03/1999,46.1875,8.8438,30.3906,27.2457
30/03/1999,46.5,8.9688,30.3906,27.0011
31/03/1999,44.8125,8.9844,29.7187,26.5364
1/04/1999,46.3438,9.0156,30.2187,26.5609
2/04/1999,46.3438,9.0156,30.2187,26.5609
5/04/1999,47.4688,9.2656,31.875,27.9549
6/04/1999,47.0313,9.5,32.6094,27.3924
7/04/1999,46.6563,9.2813,33.0312,27.2946
8/04/1999,47.2813,9.2188,32.7656,27.906
9/04/1999,47.125,9.1875,32.7031,27.2457
12/04/1999,46.5,9.0625,30.625,26.7565
13/04/1999,45.0625,8.6563,30.25,27.7104
14/04/1999,42.9375,8.8828,28.5,27.7837
15/04/1999,44.4375,8.9375,29.2187,27.6859
16/04/1999,43.3125,8.8594,28.625,27.5392
19/04/1999,40.5,8.4688,27.75,27.9305
20/04/1999,41.5625,8.5156,28.2812,27.9305
21/04/1999,41,8.5938,29.2187,29.3979
22/04/1999,42.4688,9.0938,30.75,29.9849
23/04/1999,43,9.7969,30.875,30.1806
26/04/1999,44,10.2344,32.2187,31.11
27/04/1999,42,11.4375,31.125,31.3545
28/04/1999,41.0625,11.0156,30.5937,31.0366
29/04/1999,41.0313,10.75,30.4062,30.6697
30/04/1999,40.6563,11.5,30.5937,30.8654
3/05/1999,39.9375,12.3906,31.5625,31.2812
4/05/1999,39.0313,11.625,30.8437,31.11
5/05/1999,39.5625,11.75,32,31.4034
6/05/1999,38.9688,11.125,29.8437,30.2539
7/05/1999,39.5313,11.4688,30.4687,31.2812
10/05/1999,39.8438,11.3125,30.3125,31.4524
11/05/1999,39.9375,11.1875,31.1562,31.5257
12/05/1999,40.25,11.625,31.25,32.5774
13/05/1999,39.5625,11.5469,30.0312,34.0448
14/05/1999,38.4375,11.0938,29,32.9443
17/05/1999,39.5625,11.0938,29.7187,34.7297
18/05/1999,39.3438,11.3125,29.4687,37.5667
19/05/1999,39.6563,11.2969,29.8437,36.7107
20/05/1999,39.2188,10.625,28.8437,36.7841
21/05/1999,38.7813,10.9844,28.5,36.7352
24/05/1999,38.625,10.4844,27.9687,35.2188
25/05/1999,38.125,10.375,26.4375,35.0231
26/05/1999,39.25,11.0156,25.8437,36.5884
27/05/1999,39.1875,10.875,26.5625,36.246
28/05/1999,40.3438,11.0156,27.0312,36.9064
31/05/1999,40.3438,11.0156,27.0312,36.9064
1/06/1999,39.25,11.2031,25.3437,35.2677
2/06/1999,39.2188,11.6406,25.9687,35.121
3/06/1999,38.1875,11.8594,25.25,35.7813
4/06/1999,39.7813,12.0313,26.5937,35.4145
7/06/1999,40.125,12.2344,26.7187,36.7841
8/06/1999,39.6875,11.9219,25.8437,35.4389
9/06/1999,41.1563,12.1094,26.5625,36.2705
10/06/1999,39.9375,12.0313,27.6875,36.3928
6/11/1999,39.0625,11.6094,27.2187,34.5829
14/06/1999,38.7813,11.3594,27.1875,33.6046
15/06/1999,38.8438,11.5156,27.8437,33.8247
16/06/1999,40.5,11.9844,29.8437,35.5123
17/06/1999,41.4375,11.5938,29,34.9498
18/06/1999,42.5,11.7813,27.4687,35.977
21/06/1999,44.4688,11.625,28.4062,36.7352
22/06/1999,43.25,11.3438,27.8437,36.4417
23/06/1999,43,10.9219,28.2812,36.3683
24/06/1999,42.3125,10.5781,27.5312,35.5612
25/06/1999,42.4688,10.5469,27.6562,36.246
28/06/1999,43.375,10.6406,28.5,38.1048
29/06/1999,44,11.3438,29.625,38.1048
30/06/1999,45.0938,11.5781,29.75,39.3277
1/07/1999,45.5938,11.3281,31.4375,39.9147
2/07/1999,46,11.5781,31.75,39.8168
5/07/1999,46,11.5781,31.75,39.8168
6/07/1999,44.7813,11.8438,31.9375,39.2788
7/07/1999,46.1563,12.4688,32.1875,38.863
8/07/1999,46.2813,13.625,32.875,41.4066
9/07/1999,46.625,13.9063,33.125,41.749
12/07/1999,47.0938,13.625,32.7187,41.9202
13/07/1999,46.8125,13.4219,32.6875,42.7762
14/07/1999,47.4688,13.9844,34,42.4338
15/07/1999,47.1875,13.3125,33.8437,44.2192
16/07/1999,49.7188,13.2656,33.5625,44.6105
19/07/1999,49.1875,13.6094,33.7812,45.491
20/07/1999,46.6563,13.2188,32.4687,43.2898
21/07/1999,47.3438,13.5156,32.7812,44.048
22/07/1999,45.5313,13.0938,31.9375,41.1864
23/07/1999,45.125,13.3281,32.0937,42.1647
26/07/1999,43.8125,12.7344,31.4375,41.3577
27/07/1999,44.4063,13.4219,33.7812,42.7517
28/07/1999,45,13.5938,35.1562,43.0208
29/07/1999,43.4688,13.4688,34.75,41.6756
30/07/1999,42.9063,13.9219,34.5,40.9663
2/08/1999,42.4063,13.9375,35.6562,40.9908
3/08/1999,42.375,13.8125,36.4687,42.4582
4/08/1999,42.4688,13.4531,36.4062,43.1431
5/08/1999,42.875,13.6875,35.7187,44.6105
6/08/1999,42.5625,13.5313,35.7812,43.4365
9/08/1999,41.9063,13.6094,36.7187,42.1403
10/08/1999,41.4688,13.8438,35.875,41.749
11/08/1999,42.0938,14.9219,38,42.8006
8/12/1999,40.875,15,37.9687,40.3304
13/08/1999,42.3438,15.0156,39.875,41.4799
16/08/1999,42.1563,15.125,39.2812,43.1431
17/08/1999,42.2813,15.0781,39.5,40.893
18/08/1999,42.5,15.0313,39.25,40.0614
19/08/1999,41.9063,14.6875,38.6562,40.0125
20/08/1999,41.6875,14.7969,39.9687,41.0397
23/08/1999,43.2188,15.1875,41.4687,41.0886
24/08/1999,46.0938,15.0938,41.5625,41.6511
25/08/1999,47.6563,15.3438,41.8437,41.1131
26/08/1999,47.3125,15.5313,40.5312,40.1592
27/08/1999,46.625,16.1875,41.5,40.9419
30/08/1999,46.125,15.5156,41.125,40.2326
31/08/1999,46.2813,16.3125,41.0937,41.2354
1/09/1999,46.1875,17.1563,41.7187,41.0886
2/09/1999,45.9063,17.6406,42.6562,41.0642
3/09/1999,47.9375,18.375,44.6562,42.8862
6/09/1999,47.9375,18.375,44.6562,42.8862
7/09/1999,47.125,19.0938,43.8125,42.7517
8/09/1999,46.125,18.625,42.9687,42.9718
9/09/1999,47.0313,18.8906,43.875,44.586
10/09/1999,47.5,19.3594,43.6875,43.9257
13/09/1999,46.9375,18.75,42.1875,43.3876
14/09/1999,47.5313,19.4531,42.9062,43.3632
15/09/1999,46.3125,18.8438,41.5,42.4582
16/09/1999,47,19.2031,41.3125,40.6728
17/09/1999,48.2188,19.2344,42.3125,39.45
20/09/1999,48.7813,19.7656,42.0312,40.7218
21/09/1999,47.3125,17.3125,41,38.8874
22/09/1999,48.0313,17.5781,41.4062,38.6184
23/09/1999,45.5938,15.8281,38.75,36.9308
24/09/1999,45.4688,16.2344,37.8359,37.8113
27/09/1999,45.7188,15.3281,39.0937,37.6156
28/09/1999,46.0625,14.9063,38.75,37.2488
29/09/1999,44.75,14.7656,37.5937,34.9253
30/09/1999,45.2813,15.8281,37.1562,35.5123
1/10/1999,44.9922,15.4297,37.4687,34.1916
4/10/1999,46.2813,16.1406,38.5,32.5774
5/10/1999,45.9063,16.9844,38.0937,32.7242
6/10/1999,46.8438,16.7969,38.4687,34.8764
7/10/1999,46.875,16.5938,37.8125,34.3383
8/10/1999,47.4688,16.3906,37.8437,34.216
11/10/1999,47.1563,16.6719,38.25,34.5096
12/10/1999,46.2813,16.9219,38.3437,32.8464
13/10/1999,45.5313,16.0078,36.0625,32.5774
14/10/1999,45.3438,18.2969,36.6719,32.0883
15/10/1999,44.0313,18.6406,35.4375,32.3817
18/10/1999,43.9375,18.3125,34.6875,30.6208
19/10/1999,43.1563,17.125,32.5625,28.8599
20/10/1999,46.125,18.7813,34.9687,29.9604
21/10/1999,46.5313,19.0313,35.8437,29.349
22/10/1999,46.3438,18.4844,36.7187,29.6914
25/10/1999,46.2188,18.625,35.625,29.7892
26/10/1999,46.1875,18.7656,35.7187,29.9849
27/10/1999,45.4375,19.0938,34.7187,26.2184
28/10/1999,44.9375,19.4688,36.0937,27.8816
29/10/1999,46.2813,20.0313,38.7187,29.0311
1/11/1999,46.1875,19.4063,38,29.2023
2/11/1999,46.2813,20.0625,38.75,28.2729
3/11/1999,46,20.375,39.875,28.7131
4/11/1999,45.875,20.9063,40.7812,30.0094
5/11/1999,45.7813,22.0781,41.1875,30.3762
8/11/1999,44.9688,24.0938,41.0625,31.061
9/11/1999,44.4375,22.4063,40.0312,30.4007
10/11/1999,43.5625,22.8594,39.5,28.9577
11/11/1999,44.8125,23.0625,39.7187,28.8843
12/11/1999,44.5938,22.6563,38.0937,30.0094
15/11/1999,43.5,22.3594,37.0312,29.2023
16/11/1999,43.6563,22.7969,38.2812,29.7892
17/11/1999,42.5,22.5625,37.375,30.523
18/11/1999,42.4688,22.4063,39.25,36.9064
19/11/1999,43,23.1094,39.9375,36.4906
22/11/1999,44.9063,22.6563,40.25,36.6863
23/11/1999,44.8125,23.2031,39.5,36.7352
24/11/1999,45.8438,23.6719,41.0937,38.1048
25/11/1999,45.8438,23.6719,41.0937,38.1048
26/11/1999,45.5625,23.7656,40.125,37.3222
29/11/1999,45.0938,23.6406,39.4687,37.5667
30/11/1999,45.5234,24.4688,38.3437,37.1265
1/12/1999,46.5938,25.7656,38.1562,37.7624
2/12/1999,47.4063,27.5469,38.7812,39.0586
3/12/1999,48.0625,28.75,39.3437,41.8713
6/12/1999,47.7188,29,38.9375,40.4038
7/12/1999,46.5,29.4531,38.5937,41.6022
8/12/1999,45.875,27.5156,37.25,42.9718
9/12/1999,46.375,26.3125,36.625,43.2409
10/12/1999,46.9375,25.75,36.125,42.6539
13/12/1999,48.3125,24.75,37.0312,41.431
14/12/1999,49.3438,23.7188,36.2187,40.4527
15/12/1999,54.2188,24.25,39.4687,39.5723
16/12/1999,56.8438,24.5781,40.125,41.7245
17/12/1999,57.625,25,41.0312,41.1864
20/12/1999,56.375,24.5,40.5312,40.7951
21/12/1999,57.9375,25.625,41.4375,42.5561
22/12/1999,58.7813,24.9844,41.25,41.8468
23/12/1999,58.7188,25.875,41.5625,44.0724
24/12/1999,58.7188,25.875,41.5625,44.0724
27/12/1999,59.5625,24.8281,42.5312,42.4582
28/12/1999,58.75,24.5469,41.5,43.5588
29/12/1999,58.9688,25.1719,41.9375,44.4638
30/12/1999,58.8125,25.0781,41.8437,45.0997
31/12/1999,58.375,25.7031,41.1562,44.5127
3/01/2000,58.2813,27.9844,43.5,45.9557
4/01/2000,56.3125,25.625,41.4687,42.4827
5/01/2000,56.9063,26,41.8125,42.2137
6/01/2000,55,23.75,39.375,39.6212
7/01/2000,55.7188,24.875,41,40.6484
10/01/2000,56.125,24.4375,42.875,43.461
11/01/2000,54.6875,23.1875,44.8437,42.4827
12/01/2000,52.9063,21.7969,45.625,43.9746
13/01/2000,53.9063,24.1875,45.5312,44.1214
14/01/2000,56.125,25.1094,51.5312,44.0235
17/01/2000,56.125,25.1094,51.5312,44.0235
18/01/2000,57.6563,25.9844,51.0625,44.4393
19/01/2000,53.5,26.6406,50.0312,45.3931
20/01/2000,53,28.375,47.8125,45.4421
21/01/2000,51.875,27.8281,48.9687,44.2681
24/01/2000,50.625,26.5625,49.4062,44.2192
25/01/2000,51.4063,28.0625,50.7812,44.0724
26/01/2000,49.6875,27.5469,48.25,42.5561
27/01/2000,49.375,27.5,49.0625,42.4582
28/01/2000,49.125,25.4063,47,42.5561
31/01/2000,48.9375,25.9375,49.4687,42.3604
1/02/2000,51.4688,25.0625,50.7187,41.4066
2/02/2000,50.4063,24.7031,50.0312,43.2653
3/02/2000,51.8125,25.8281,52.0937,44.4148
4/02/2000,53.2813,27,52.375,46.1758
7/02/2000,53.3125,28.5156,53.9687,50.2846
8/02/2000,54.9688,28.7188,54.4062,48.5971
9/02/2000,52,28.1563,52.3125,48.5237
10/02/2000,53,28.375,53.8125,49.2574
2/11/2000,49.9688,27.1875,52.9375,47.4965
14/02/2000,49.8125,28.9531,54.9375,48.1324
15/02/2000,49.2813,29.75,56,49.4042
16/02/2000,48.8125,28.5313,53.5937,50.089
17/02/2000,49.8125,28.7188,55,49.6977
18/02/2000,47.5313,27.8125,52.6875,50.4803
21/02/2000,47.5313,27.8125,52.6875,50.4803
22/02/2000,46.9063,28.4531,53.375,50.089
23/02/2000,47.125,29.0625,54.5312,51.1651
24/02/2000,47.375,28.8008,57.125,50.676
25/02/2000,45.6563,27.5938,56.6249,48.7683
28/02/2000,45.7813,28.3125,56.1875,50.4069
29/02/2000,44.6875,28.6563,56.5,52.6325
1/03/2000,45.4063,32.5781,57.9374,52.2902
2/03/2000,46.6875,30.5,57.875,52.4369
3/03/2000,48.0625,32,59.625,54.2467
6/03/2000,45.3125,31.4219,58.6875,56.9615
7/03/2000,46.4375,30.7188,57.875,55.9588
8/03/2000,47.7813,30.5,57.4687,55.1272
9/03/2000,50,30.5625,59.1875,59.4317
10/03/2000,50.5,31.4375,60.0937,57.4996
13/03/2000,49,30.3281,61.0625,57.3284
14/03/2000,47.5625,28.5625,58.9375,54.7848
15/03/2000,47.6875,29.0625,60.0937,51.6543
16/03/2000,47.6875,30.3906,62.5312,52.0456
17/03/2000,49.6875,31.25,64.9374,54.0022
20/03/2000,48.6875,30.75,67.4999,56.3501
21/03/2000,51.375,33.7344,69.2187,55.5185
22/03/2000,51.625,36.0468,72.0312,57.2061
23/03/2000,55.9375,35.3281,71.3125,57.6219
24/03/2000,55.8438,34.6719,69.5312,55.7142
27/03/2000,52.0313,34.8906,71.3437,57.2061
28/03/2000,52.1563,34.7812,67.8437,55.1028
29/03/2000,53.5938,33.9843,65.9375,52.388
30/03/2000,51.6875,31.4375,63.5,51.1651
31/03/2000,53.125,33.9531,65.9687,51.9967
3/04/2000,45.4375,33.3281,65.3124,51.8744
4/04/2000,44.2813,31.8281,66.375,54.0511
5/04/2000,43.1875,32.5938,64.9374,55.9099
6/04/2000,43,31.2969,64.9062,57.9643
7/04/2000,44.5313,32.9375,68.4062,60.4589
10/04/2000,43.0313,31.25,65.5624,57.6219
11/04/2000,41.9375,29.8594,65.3749,57.0593
12/04/2000,39.6875,27.3125,60.9375,52.8282
13/04/2000,39.625,28.4531,60.5624,51.6298
14/04/2000,37.0625,27.9688,55.25,48.1324
17/04/2000,37.9375,30.9688,61.5,52.3391
18/04/2000,40.2813,31.7188,64.4999,54.418
19/04/2000,39.3438,30.2813,59.5312,53.1461
20/04/2000,39.4688,29.7188,57.6874,54.5892
21/04/2000,39.4688,29.7188,57.6874,54.5892
24/04/2000,33.3125,30.125,58.0625,51.7766
25/04/2000,34.6875,32.0781,62.4999,54.5158
26/04/2000,34,30.3281,60.4062,55.0049
27/04/2000,34.9063,31.6875,62.6562,53.9532
28/04/2000,34.875,31.0156,63.4062,52.8282
1/05/2000,36.7188,31.0781,63.5625,54.3935
2/05/2000,34.9375,29.4688,60.5937,54.0266
3/05/2000,35.2813,28.7656,59.5312,51.8499
4/05/2000,35.2188,27.6719,59.7812,51.7032
5/05/2000,35.5625,28.2813,61.6875,53.513
8/05/2000,34.9063,27.5313,58.8124,53.0973
9/05/2000,33.9063,26.3594,58.4687,51.9722
10/05/2000,33.0938,24.8281,53.0312,49.4042
11/05/2000,33.9375,25.7031,57.7812,51.214
12/05/2000,34.4063,26.9063,57.4999,51.4831
15/05/2000,34.6875,25.25,59.0625,50.627
16/05/2000,34.75,26.4219,60.9375,54.0022
17/05/2000,33.8438,25.3438,61.5937,51.1407
18/05/2000,33.0938,25.1875,61.9687,51.532
19/05/2000,32.5313,23.5,58.9375,49.3797
22/05/2000,32.0938,22.4844,59.1875,48.0345
23/05/2000,31.5938,21.4531,54.9375,47.2274
24/05/2000,32.7813,21.9219,58.6875,46.4203
25/05/2000,30.75,21.8164,57.5937,45.491
26/05/2000,30.7188,21.5938,58.7812,46.2247
29/05/2000,30.7188,21.5938,58.7812,46.2247
30/05/2000,31.6875,21.8906,62.875,48.7194
31/05/2000,31.2813,21,62.3437,47.0318
1/06/2000,32.2813,22.2813,64.8437,52.5347
2/06/2000,33.1563,23.1406,67.0937,55.6163
5/06/2000,33.4375,22.8281,66.2812,60.1563
6/06/2000,34.8125,23.2188,64.7812,59
7/06/2000,35.25,24.1406,64.4687,61.2813
8/06/2000,34.4063,23.7031,63.0937,62.9375
9/06/2000,34.4063,23.9375,63.5312,64.0001
12/06/2000,33.4375,22.7969,62.5312,63
13/06/2000,33.9375,23.625,65.7499,59.5
14/06/2000,35.25,22.6094,63.2187,57
15/06/2000,36.1875,23.0938,64.125,58.5
16/06/2000,36.2813,22.7969,63.0312,57
19/06/2000,36.8438,24.1563,68.25,58.9063
20/06/2000,37.4688,25.3125,69.1562,58.2501
21/06/2000,40.3438,27.8125,69.4999,59.875
22/06/2000,39.9375,26.875,67.0312,59.2813
23/06/2000,38.8438,25.8438,67.1875,58.4688
26/06/2000,39.75,27.0625,67.0937,60.0001
27/06/2000,39.4063,25.875,65.6875,58.3125
28/06/2000,39.4688,27.2188,66.1874,61.8438
29/06/2000,38.5938,25.625,65.875,59.875
30/06/2000,40,26.1875,66.8437,62.4375
3/07/2000,40,26.6563,68.4374,62.1875
4/07/2000,40,26.6563,68.4374,62.1875
5/07/2000,39.25,25.8125,65.8124,59.8125
6/07/2000,40.4688,25.9063,68.3125,59.1875
7/07/2000,41,27.2188,69.6562,62.375
10/07/2000,39.7188,28.5625,68.9062,61.8438
11/07/2000,39.5625,28.4688,69.4062,63.4688
12/07/2000,40.1563,29.4375,70.5937,64.0625
13/07/2000,39.9688,28.25,71.5937,67.4375
14/07/2000,39.4688,28.8438,73.3437,66.9063
17/07/2000,39.0938,29.1563,73.1562,67.4063
18/07/2000,39.25,28.625,71.4999,65.5
19/07/2000,36.5625,26.3438,69.0624,64.9063
20/07/2000,37.4063,27.5625,71.3437,65.6563
21/07/2000,36.1563,26.7813,69.0937,61.6876
24/07/2000,35.2813,24.3438,69,59.375
25/07/2000,34.5,25.0313,70.4375,57.5938
26/07/2000,33.9063,25.0313,69.4999,55
27/07/2000,34.6875,26,68.5,52.8438
28/07/2000,34.8438,24.1563,64.5625,53.5313
31/07/2000,34.9063,25.4063,66.75,54.5938
1/08/2000,34.3438,24.6563,64.625,53.9375
2/08/2000,34.6875,23.625,63.3125,56.25
3/08/2000,35.125,24,65.0625,56.0625
4/08/2000,34.5625,23.6875,62.5625,55.875
7/08/2000,35,23.9688,62.9375,57.6563
8/08/2000,37.0625,23.375,61.625,57.9063
9/08/2000,37.125,23.75,63.5625,57.0938
10/08/2000,36.3125,23.7813,62,56.125
8/11/2000,36.2188,23.8438,63.8125,55
14/08/2000,36.0938,23.5313,66.9375,56.9688
15/08/2000,35.8125,23.3438,67.875,55
16/08/2000,35.5,24.25,68.0625,55.7188
17/08/2000,35.7813,25.7188,70.0625,53.8125
18/08/2000,35.5,25,70.5625,56.0938
21/08/2000,35.3125,25.25,72.0625,55.625
22/08/2000,35.625,25.8438,72.125,56.3438
23/08/2000,35.375,27.1563,74.625,57.7188
24/08/2000,35.5625,28.0547,74.25,59.5
25/08/2000,35.3125,28.4063,72.9375,59.375
28/08/2000,35.6563,29.0313,73.875,60.5
29/08/2000,35.4688,29.5938,74.0625,59.9688
30/08/2000,35,29.75,73.5,59.9688
31/08/2000,34.9063,30.4688,74.875,60.375
1/09/2000,35.0938,31.7188,73.9375,62.625
4/09/2000,35.0938,31.7188,73.9375,62.625
5/09/2000,35.0625,31.2188,69.25,61.4688
6/09/2000,34.7188,29.2188,65.7031,60.5626
7/09/2000,35.0313,31,67.4375,61.9063
8/09/2000,34.6563,29.4375,65.375,60.8126
11/09/2000,34.4063,29.2188,64.6875,56.7813
12/09/2000,34.0625,28.875,64.9375,56.2813
13/09/2000,34.125,29,61.25,52.5001
14/09/2000,32.9063,28.4297,59.625,53.0313
15/09/2000,32.0938,27.6172,57.5156,51.5
18/09/2000,31.5,30.3281,55.8125,51.5313
19/09/2000,32.5,29.9688,60.375,52.875
20/09/2000,32.125,30.5234,63.0625,51.2813
21/09/2000,32.0938,28.3438,61.4844,49.9688
22/09/2000,31.625,26.0938,47.9375,51.8438
25/09/2000,30.625,26.75,45.375,50.6563
26/09/2000,31.3438,25.7188,43.3125,49.125
27/09/2000,30.3125,24.465,43.875,51.375
28/09/2000,30.6563,26.75,44.4375,53.4375
29/09/2000,30.1563,12.875,41.5625,48.5
2/10/2000,29.5625,12.125,40.125,46.9063
3/10/2000,28.2813,11.1563,40.3125,46.75
4/10/2000,27.7188,11.8125,42,47.8125
5/10/2000,27.6875,11.0313,41,44.125
6/10/2000,27.7813,11.0938,39.9375,43.5938
9/10/2000,27.0938,10.875,39.0625,45.4688
10/10/2000,27.2813,10.4375,37.5625,44.7188
11/10/2000,27.875,9.8125,35.375,42.7813
10/12/2000,27.1875,10,37.125,41.8438
13/10/2000,26.875,11.0313,40.375,45.3125
16/10/2000,25.1875,10.75,35.6875,46.3438
17/10/2000,25.2188,10.0625,36.1875,45.25
18/10/2000,25.875,10.0625,38.1875,42.7813
19/10/2000,30.9375,9.4688,41.9375,45.4688
20/10/2000,32.5938,9.75,43.0625,48
23/10/2000,31.0625,10.1875,43.3125,49.1875
24/10/2000,30.75,9.4375,42,46.25
25/10/2000,30.625,9.25,41.3125,43.4063
26/10/2000,32.2188,9.25,44.6875,43
27/10/2000,33.8438,9.2813,46.375,43.5938
30/10/2000,34.5313,9.6563,45,45.8125
31/10/2000,34.4375,9.7813,45,46.5
1/11/2000,34.8125,10.25,44.875,44.4375
2/11/2000,35.1563,11.1563,46.6875,45.0625
3/11/2000,34.125,11.125,45.9375,46.25
6/11/2000,34.75,10.7188,46.5625,45.9375
7/11/2000,35.25,10.6563,46.1875,47.4375
8/11/2000,34.7188,10.0313,42.6875,45.6875
9/11/2000,35.4375,10.0938,41.375,42.9375
10/11/2000,33.6875,9.5313,37,39.125
13/11/2000,33.2188,9.6875,38.1875,34.125
14/11/2000,34.4063,10.125,40.9375,37
15/11/2000,35.0313,9.9375,41.5,35.3125
16/11/2000,34.4688,9.5,40,35.0625
17/11/2000,34.5313,9.25,41.5,35.625
20/11/2000,33.5938,9.4688,41.125,34.5625
21/11/2000,33.875,9.4063,42.625,33.9375
22/11/2000,34.125,9.25,41.1875,33.6875
23/11/2000,34.125,9.25,41.1875,33.6875
24/11/2000,34.9688,9.6563,43.9375,35.5625
27/11/2000,35.3438,9.3438,43.9375,35.6875
28/11/2000,33.5,9.0156,42.0313,34.6875
29/11/2000,32.5313,8.7813,42.75,34.5625
30/11/2000,28.6875,8.25,38.0625,31.625
1/12/2000,28.3125,8.5313,34.125,32.1875
4/12/2000,28.2188,8.3438,32.9375,33
5/12/2000,29.9375,8.5,36,35
6/12/2000,28.3438,7.1563,31.75,32
7/12/2000,26.5625,7.1563,32.3125,31.25
8/12/2000,27.2187,7.5313,34,33.4375
11/12/2000,29.0313,7.5938,37.4375,33.125
12/12/2000,29.1875,7.6875,36.5,35.25
13/12/2000,28.625,7.5,35.5,33.1875
14/12/2000,27.75,7.2188,35.125,33.5
15/12/2000,24.5938,7.0313,32.4375,31.625
18/12/2000,23.9063,7.125,33.25,31.125
19/12/2000,22.4062,7,33.4375,31.3125
20/12/2000,20.75,7.1875,31.9375,30.4375
21/12/2000,21.7187,7.0313,33.125,29.375
22/12/2000,23.2188,7.5,32.9375,32.1875
25/12/2000,23.2188,7.5,32.9375,32.1875
26/12/2000,23.4375,7.3438,32.875,31.75
27/12/2000,23.2188,7.4063,32.5625,32.4375
28/12/2000,22.2812,7.4063,30.9375,32.4375
29/12/2000,21.6875,7.4375,30.0625,31.5625
1/01/2001,21.6875,7.4375,30.0625,31.5625
2/01/2001,21.6875,7.4375,31.0625,30.25
3/01/2001,23.9688,8.1875,34.2344,34.0625
4/01/2001,24.2188,8.5313,33.7969,34.625
5/01/2001,24.5625,8.1875,32.0625,30.625
