Intercept,5.52038824993
 ,(0.7298576821)
PC,-6.82036506325
 ,(-1.65768594715)
PX,11.499487151
 ,(1.34872312183)
T,-0.0357975816376
 ,(-3.68245592152)
X,20.2408348123
 ,(0.842006201728)
